"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MD","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","95","","10/01/2013","09/30/2014"
"ME","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","98","","10/01/2013","09/30/2014"
"MI","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","91","","10/01/2013","09/30/2014"
"MN","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","91","","10/01/2013","09/30/2014"
"MO","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","91","","10/01/2013","09/30/2014"
"MP","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MS","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","80","","10/01/2013","09/30/2014"
"MT","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","88","","10/01/2013","09/30/2014"
"NC","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","93","","10/01/2013","09/30/2014"
"ND","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","86","","10/01/2013","09/30/2014"
"NE","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","94","","10/01/2013","09/30/2014"
"NH","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","95","","10/01/2013","09/30/2014"
"NJ","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","92","","10/01/2013","09/30/2014"
"NM","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","89","","10/01/2013","09/30/2014"
"NV","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","90","","10/01/2013","09/30/2014"
"NY","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","91","","10/01/2013","09/30/2014"
"OH","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","93","","10/01/2013","09/30/2014"
"OK","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","84","","10/01/2013","09/30/2014"
"OR","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","91","","10/01/2013","09/30/2014"
"PA","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","93","","10/01/2013","09/30/2014"
"PR","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","97","","10/01/2013","09/30/2014"
"RI","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","87","","10/01/2013","09/30/2014"
"SC","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","93","","10/01/2013","09/30/2014"
"SD","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","90","","10/01/2013","09/30/2014"
"TN","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","89","","10/01/2013","09/30/2014"
"TX","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","90","","10/01/2013","09/30/2014"
"UT","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","91","","10/01/2013","09/30/2014"
"VA","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","95","","10/01/2013","09/30/2014"
"VI","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","76","","10/01/2013","09/30/2014"
"VT","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","91","","10/01/2013","09/30/2014"
"WA","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","89","","10/01/2013","09/30/2014"
"WI","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","92","","10/01/2013","09/30/2014"
"WV","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","88","","10/01/2013","09/30/2014"
"WY","Blood Clot Prevention and Treatment","Venous thromboembolism prophylaxis","VTE_1","89","","10/01/2013","09/30/2014"
"AK","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","92","","10/01/2013","09/30/2014"
"AL","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","92","","10/01/2013","09/30/2014"
"AR","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","95","","10/01/2013","09/30/2014"
"AS","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AZ","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","94","","10/01/2013","09/30/2014"
"CA","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","95","","10/01/2013","09/30/2014"
"CO","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","97","","10/01/2013","09/30/2014"
"CT","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","96","","10/01/2013","09/30/2014"
"DC","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","96","","10/01/2013","09/30/2014"
"DE","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","94","","10/01/2013","09/30/2014"
"FL","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","97","","10/01/2013","09/30/2014"
"GA","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","95","","10/01/2013","09/30/2014"
"GU","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"HI","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","96","","10/01/2013","09/30/2014"
"IA","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","95","","10/01/2013","09/30/2014"
"ID","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","96","","10/01/2013","09/30/2014"
"IL","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","96","","10/01/2013","09/30/2014"
"IN","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","95","","10/01/2013","09/30/2014"
"KS","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","94","","10/01/2013","09/30/2014"
"KY","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","93","","10/01/2013","09/30/2014"
"LA","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","94","","10/01/2013","09/30/2014"
"MA","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","96","","10/01/2013","09/30/2014"
"MD","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","97","","10/01/2013","09/30/2014"
"ME","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","99","","10/01/2013","09/30/2014"
"MI","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","96","","10/01/2013","09/30/2014"
"MN","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","94","","10/01/2013","09/30/2014"
"MO","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","93","","10/01/2013","09/30/2014"
"MP","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MS","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","91","","10/01/2013","09/30/2014"
"MT","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","93","","10/01/2013","09/30/2014"
"NC","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","96","","10/01/2013","09/30/2014"
"ND","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","95","","10/01/2013","09/30/2014"
"NE","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","97","","10/01/2013","09/30/2014"
"NH","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","97","","10/01/2013","09/30/2014"
"NJ","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","97","","10/01/2013","09/30/2014"
"NM","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","95","","10/01/2013","09/30/2014"
"NV","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","96","","10/01/2013","09/30/2014"
"NY","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","94","","10/01/2013","09/30/2014"
"OH","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","96","","10/01/2013","09/30/2014"
"OK","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","94","","10/01/2013","09/30/2014"
"OR","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","92","","10/01/2013","09/30/2014"
"PA","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","96","","10/01/2013","09/30/2014"
"PR","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","100","","10/01/2013","09/30/2014"
"RI","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","95","","10/01/2013","09/30/2014"
"SC","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","98","","10/01/2013","09/30/2014"
"SD","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","94","","10/01/2013","09/30/2014"
"TN","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","95","","10/01/2013","09/30/2014"
"TX","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","95","","10/01/2013","09/30/2014"
"UT","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","96","","10/01/2013","09/30/2014"
"VA","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","97","","10/01/2013","09/30/2014"
"VI","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","84","","10/01/2013","09/30/2014"
"VT","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","96","","10/01/2013","09/30/2014"
"WA","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","94","","10/01/2013","09/30/2014"
"WI","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","95","","10/01/2013","09/30/2014"
"WV","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","94","","10/01/2013","09/30/2014"
"WY","Blood Clot Prevention and Treatment","ICU venous thromboembolism prophylaxis","VTE_2","93","","10/01/2013","09/30/2014"
"AK","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","96","","10/01/2013","09/30/2014"
"AL","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","93","","10/01/2013","09/30/2014"
"AR","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","93","","10/01/2013","09/30/2014"
"AS","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AZ","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","95","","10/01/2013","09/30/2014"
"CA","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","95","","10/01/2013","09/30/2014"
"CO","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","98","","10/01/2013","09/30/2014"
"CT","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","97","","10/01/2013","09/30/2014"
"DC","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","97","","10/01/2013","09/30/2014"
"DE","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","93","","10/01/2013","09/30/2014"
"FL","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","95","","10/01/2013","09/30/2014"
"GA","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","94","","10/01/2013","09/30/2014"
"GU","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"HI","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","95","","10/01/2013","09/30/2014"
"IA","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","96","","10/01/2013","09/30/2014"
"ID","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","97","","10/01/2013","09/30/2014"
"IL","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","95","","10/01/2013","09/30/2014"
"IN","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","95","","10/01/2013","09/30/2014"
"KS","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","95","","10/01/2013","09/30/2014"
"KY","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","93","","10/01/2013","09/30/2014"
"LA","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","92","","10/01/2013","09/30/2014"
"MA","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","97","","10/01/2013","09/30/2014"
"MD","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","97","","10/01/2013","09/30/2014"
"ME","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","99","","10/01/2013","09/30/2014"
"MI","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","93","","10/01/2013","09/30/2014"
"MN","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","97","","10/01/2013","09/30/2014"
"MO","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","95","","10/01/2013","09/30/2014"
"MP","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MS","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","92","","10/01/2013","09/30/2014"
"MT","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","98","","10/01/2013","09/30/2014"
"NC","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","96","","10/01/2013","09/30/2014"
"ND","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","95","","10/01/2013","09/30/2014"
"NE","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","94","","10/01/2013","09/30/2014"
"NH","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","99","","10/01/2013","09/30/2014"
"NJ","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","92","","10/01/2013","09/30/2014"
"NM","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","96","","10/01/2013","09/30/2014"
"NV","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","96","","10/01/2013","09/30/2014"
"NY","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","94","","10/01/2013","09/30/2014"
"OH","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","95","","10/01/2013","09/30/2014"
"OK","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","92","","10/01/2013","09/30/2014"
"OR","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","96","","10/01/2013","09/30/2014"
"PA","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","95","","10/01/2013","09/30/2014"
"PR","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","96","","10/01/2013","09/30/2014"
"RI","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","97","","10/01/2013","09/30/2014"
"SC","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","96","","10/01/2013","09/30/2014"
"SD","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","96","","10/01/2013","09/30/2014"
"TN","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","95","","10/01/2013","09/30/2014"
"TX","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","95","","10/01/2013","09/30/2014"
"UT","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","96","","10/01/2013","09/30/2014"
"VA","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","97","","10/01/2013","09/30/2014"
"VI","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","90","","10/01/2013","09/30/2014"
"VT","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","97","","10/01/2013","09/30/2014"
"WA","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","97","","10/01/2013","09/30/2014"
"WI","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","96","","10/01/2013","09/30/2014"
"WV","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","93","","10/01/2013","09/30/2014"
"WY","Blood Clot Prevention and Treatment","Anticoagulation overlap therapy","VTE_3","95","","10/01/2013","09/30/2014"
"AK","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"AL","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"AR","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","100","","10/01/2013","09/30/2014"
"AS","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AZ","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"CA","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"CO","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","100","","10/01/2013","09/30/2014"
"CT","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","98","","10/01/2013","09/30/2014"
"DC","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"DE","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","92","","10/01/2013","09/30/2014"
"FL","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","100","","10/01/2013","09/30/2014"
"GA","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","100","","10/01/2013","09/30/2014"
"GU","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"HI","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","100","","10/01/2013","09/30/2014"
"IA","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","98","","10/01/2013","09/30/2014"
"ID","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","100","","10/01/2013","09/30/2014"
"IL","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","98","","10/01/2013","09/30/2014"
"IN","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","98","","10/01/2013","09/30/2014"
"KS","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"KY","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","100","","10/01/2013","09/30/2014"
"LA","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","98","","10/01/2013","09/30/2014"
"MA","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","97","","10/01/2013","09/30/2014"
"MD","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"ME","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","100","","10/01/2013","09/30/2014"
"MI","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"MN","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"MO","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"MP","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MS","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","98","","10/01/2013","09/30/2014"
"MT","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","98","","10/01/2013","09/30/2014"
"NC","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"ND","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"NE","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","98","","10/01/2013","09/30/2014"
"NH","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","100","","10/01/2013","09/30/2014"
"NJ","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"NM","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"NV","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","100","","10/01/2013","09/30/2014"
"NY","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","95","","10/01/2013","09/30/2014"
"OH","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"OK","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","96","","10/01/2013","09/30/2014"
"OR","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","100","","10/01/2013","09/30/2014"
"PA","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","100","","10/01/2013","09/30/2014"
"PR","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","90","","10/01/2013","09/30/2014"
"RI","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","100","","10/01/2013","09/30/2014"
"SC","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"SD","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","100","","10/01/2013","09/30/2014"
"TN","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"TX","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"UT","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"VA","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","98","","10/01/2013","09/30/2014"
"VI","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","100","","10/01/2013","09/30/2014"
"VT","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","90","","10/01/2013","09/30/2014"
"WA","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","100","","10/01/2013","09/30/2014"
"WI","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"WV","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","99","","10/01/2013","09/30/2014"
"WY","Blood Clot Prevention and Treatment","Unfractionated heparin with dosages/platelet count monitoring","VTE_4","97","","10/01/2013","09/30/2014"
"AK","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","95","","10/01/2013","09/30/2014"
"AL","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","89","","10/01/2013","09/30/2014"
"AR","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","90","","10/01/2013","09/30/2014"
"AS","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AZ","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","85","","10/01/2013","09/30/2014"
"CA","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","90","","10/01/2013","09/30/2014"
"CO","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","83","","10/01/2013","09/30/2014"
"CT","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","84","","10/01/2013","09/30/2014"
"DC","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","85","","10/01/2013","09/30/2014"
"DE","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","69","","10/01/2013","09/30/2014"
"FL","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","92","","10/01/2013","09/30/2014"
"GA","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","88","","10/01/2013","09/30/2014"
"GU","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"HI","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","67","","10/01/2013","09/30/2014"
"IA","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","77","","10/01/2013","09/30/2014"
"ID","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","94","","10/01/2013","09/30/2014"
"IL","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","83","","10/01/2013","09/30/2014"
"IN","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","86","","10/01/2013","09/30/2014"
"KS","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","92","","10/01/2013","09/30/2014"
"KY","Blood Clot Prevention and Treatment","Warfarin therapy discharge instructions","VTE_5","84","","10/01/2013","09/30/2014"
