"State","HCAHPS Question","HCAHPS Measure ID","HCAHPS Answer Description","HCAHPS Answer Percent","Footnote","Measure Start Date","Measure End Date"
"PR","Patients who reported that they ""Usually"" received help as soon as they wanted","H_COMP_3_U_P","Patients ""usually"" received help as soon as they wanted","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who reported that their pain was ""Always"" well controlled","H_COMP_4_A_P","Pain was ""always"" well controlled","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","H_COMP_4_SN_P","Pain was ""sometimes"" or ""never"" well controlled","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who reported that their pain was ""Usually"" well controlled","H_COMP_4_U_P","Pain was ""usually"" well controlled","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who reported that staff ""Always"" explained about medicines before giving it to them","H_COMP_5_A_P","Staff ""always"" explained","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","H_COMP_5_SN_P","Staff ""sometimes"" or ""never"" explained","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who reported that staff ""Usually"" explained about medicines before giving it to them","H_COMP_5_U_P","Staff ""usually"" explained","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who reported that NO, they were not given information about what to do during their recovery at home","H_COMP_6_N_P","No, staff ""did not"" give patients this information","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who reported that YES, they were given information about what to do during their recovery at home","H_COMP_6_Y_P","Yes, staff ""did"" give patients this information","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who “Agree” they understood their care when they left the hospital","H_COMP_7_A","Patients who “Agree” they understood their care when they left the hospital","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital","H_COMP_7_D_SD","Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who ""Strongly Agree"" they understood their care when they left the hospital","H_COMP_7_SA","Patients who “Strongly Agree” they understood their care when they left the hospital","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_0_6","Patients who gave a rating of ""6"" or lower (low)","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_7_8","Patients who gave a rating of ""7"" or ""8"" (medium)","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_9_10","Patients who gave a rating of ""9"" or ""10"" (high)","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who reported that the area around their room was ""Always"" quiet at night","H_QUIET_HSP_A_P","""Always"" quiet at night","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","H_QUIET_HSP_SN_P","""Sometimes"" or ""never"" quiet at night","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who reported that the area around their room was ""Usually"" quiet at night","H_QUIET_HSP_U_P","""Usually"" quiet at night","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who reported NO, they would probably not or definitely not recommend the hospital","H_RECMND_DN","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who reported YES, they would definitely recommend the hospital","H_RECMND_DY","""YES"", patients would definitely recommend the hospital","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Patients who reported YES, they would probably recommend the hospital","H_RECMND_PY","""YES"", patients would probably recommend the hospital","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"RI","Patients who reported that their room and bathroom were ""Always"" clean","H_CLEAN_HSP_A_P","Room was ""always"" clean","74","","10/01/2013","09/30/2014"
"RI","Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","H_CLEAN_HSP_SN_P","Room was ""sometimes"" or ""never"" clean","8","","10/01/2013","09/30/2014"
"RI","Patients who reported that their room and bathroom were ""Usually"" clean","H_CLEAN_HSP_U_P","Room was ""usually"" clean","18","","10/01/2013","09/30/2014"
"RI","Patients who reported that their nurses ""Always"" communicated well","H_COMP_1_A_P","Nurses ""always"" communicated well","80","","10/01/2013","09/30/2014"
"RI","Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","H_COMP_1_SN_P","Nurses ""sometimes"" or ""never"" communicated well","5","","10/01/2013","09/30/2014"
"RI","Patients who reported that their nurses ""Usually"" communicated well","H_COMP_1_U_P","Nurses ""usually"" communicated well","15","","10/01/2013","09/30/2014"
"RI","Patients who reported that their doctors ""Always"" communicated well","H_COMP_2_A_P","Doctors ""always"" communicated well","80","","10/01/2013","09/30/2014"
"RI","Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","H_COMP_2_SN_P","Doctors ""sometimes"" or ""never"" communicated well","5","","10/01/2013","09/30/2014"
"RI","Patients who reported that their doctors ""Usually"" communicated well","H_COMP_2_U_P","Doctors ""usually"" communicated well","15","","10/01/2013","09/30/2014"
"RI","Patients who reported that they ""Always"" received help as soon as they wanted","H_COMP_3_A_P","Patients ""always"" received help as soon as they wanted","66","","10/01/2013","09/30/2014"
"RI","Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","H_COMP_3_SN_P","Patients ""sometimes"" or ""never"" received help as soon as they wanted","10","","10/01/2013","09/30/2014"
"RI","Patients who reported that they ""Usually"" received help as soon as they wanted","H_COMP_3_U_P","Patients ""usually"" received help as soon as they wanted","24","","10/01/2013","09/30/2014"
"RI","Patients who reported that their pain was ""Always"" well controlled","H_COMP_4_A_P","Pain was ""always"" well controlled","71","","10/01/2013","09/30/2014"
"RI","Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","H_COMP_4_SN_P","Pain was ""sometimes"" or ""never"" well controlled","7","","10/01/2013","09/30/2014"
"RI","Patients who reported that their pain was ""Usually"" well controlled","H_COMP_4_U_P","Pain was ""usually"" well controlled","22","","10/01/2013","09/30/2014"
"RI","Patients who reported that staff ""Always"" explained about medicines before giving it to them","H_COMP_5_A_P","Staff ""always"" explained","63","","10/01/2013","09/30/2014"
"RI","Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","H_COMP_5_SN_P","Staff ""sometimes"" or ""never"" explained","20","","10/01/2013","09/30/2014"
"RI","Patients who reported that staff ""Usually"" explained about medicines before giving it to them","H_COMP_5_U_P","Staff ""usually"" explained","17","","10/01/2013","09/30/2014"
"RI","Patients who reported that NO, they were not given information about what to do during their recovery at home","H_COMP_6_N_P","No, staff ""did not"" give patients this information","13","","10/01/2013","09/30/2014"
"RI","Patients who reported that YES, they were given information about what to do during their recovery at home","H_COMP_6_Y_P","Yes, staff ""did"" give patients this information","87","","10/01/2013","09/30/2014"
"RI","Patients who “Agree” they understood their care when they left the hospital","H_COMP_7_A","Patients who “Agree” they understood their care when they left the hospital","44","","10/01/2013","09/30/2014"
"RI","Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital","H_COMP_7_D_SD","Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital","5","","10/01/2013","09/30/2014"
"RI","Patients who ""Strongly Agree"" they understood their care when they left the hospital","H_COMP_7_SA","Patients who “Strongly Agree” they understood their care when they left the hospital","51","","10/01/2013","09/30/2014"
"RI","Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_0_6","Patients who gave a rating of ""6"" or lower (low)","8","","10/01/2013","09/30/2014"
"RI","Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_7_8","Patients who gave a rating of ""7"" or ""8"" (medium)","22","","10/01/2013","09/30/2014"
"RI","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_9_10","Patients who gave a rating of ""9"" or ""10"" (high)","70","","10/01/2013","09/30/2014"
"RI","Patients who reported that the area around their room was ""Always"" quiet at night","H_QUIET_HSP_A_P","""Always"" quiet at night","54","","10/01/2013","09/30/2014"
"RI","Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","H_QUIET_HSP_SN_P","""Sometimes"" or ""never"" quiet at night","14","","10/01/2013","09/30/2014"
"RI","Patients who reported that the area around their room was ""Usually"" quiet at night","H_QUIET_HSP_U_P","""Usually"" quiet at night","32","","10/01/2013","09/30/2014"
"RI","Patients who reported NO, they would probably not or definitely not recommend the hospital","H_RECMND_DN","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)","5","","10/01/2013","09/30/2014"
"RI","Patients who reported YES, they would definitely recommend the hospital","H_RECMND_DY","""YES"", patients would definitely recommend the hospital","72","","10/01/2013","09/30/2014"
"RI","Patients who reported YES, they would probably recommend the hospital","H_RECMND_PY","""YES"", patients would probably recommend the hospital","23","","10/01/2013","09/30/2014"
"SC","Patients who reported that their room and bathroom were ""Always"" clean","H_CLEAN_HSP_A_P","Room was ""always"" clean","72","","10/01/2013","09/30/2014"
"SC","Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","H_CLEAN_HSP_SN_P","Room was ""sometimes"" or ""never"" clean","10","","10/01/2013","09/30/2014"
"SC","Patients who reported that their room and bathroom were ""Usually"" clean","H_CLEAN_HSP_U_P","Room was ""usually"" clean","18","","10/01/2013","09/30/2014"
"SC","Patients who reported that their nurses ""Always"" communicated well","H_COMP_1_A_P","Nurses ""always"" communicated well","81","","10/01/2013","09/30/2014"
"SC","Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","H_COMP_1_SN_P","Nurses ""sometimes"" or ""never"" communicated well","5","","10/01/2013","09/30/2014"
"SC","Patients who reported that their nurses ""Usually"" communicated well","H_COMP_1_U_P","Nurses ""usually"" communicated well","14","","10/01/2013","09/30/2014"
"SC","Patients who reported that their doctors ""Always"" communicated well","H_COMP_2_A_P","Doctors ""always"" communicated well","84","","10/01/2013","09/30/2014"
"SC","Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","H_COMP_2_SN_P","Doctors ""sometimes"" or ""never"" communicated well","4","","10/01/2013","09/30/2014"
"SC","Patients who reported that their doctors ""Usually"" communicated well","H_COMP_2_U_P","Doctors ""usually"" communicated well","12","","10/01/2013","09/30/2014"
"SC","Patients who reported that they ""Always"" received help as soon as they wanted","H_COMP_3_A_P","Patients ""always"" received help as soon as they wanted","68","","10/01/2013","09/30/2014"
"SC","Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","H_COMP_3_SN_P","Patients ""sometimes"" or ""never"" received help as soon as they wanted","10","","10/01/2013","09/30/2014"
"SC","Patients who reported that they ""Usually"" received help as soon as they wanted","H_COMP_3_U_P","Patients ""usually"" received help as soon as they wanted","22","","10/01/2013","09/30/2014"
"SC","Patients who reported that their pain was ""Always"" well controlled","H_COMP_4_A_P","Pain was ""always"" well controlled","73","","10/01/2013","09/30/2014"
"SC","Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","H_COMP_4_SN_P","Pain was ""sometimes"" or ""never"" well controlled","7","","10/01/2013","09/30/2014"
"SC","Patients who reported that their pain was ""Usually"" well controlled","H_COMP_4_U_P","Pain was ""usually"" well controlled","20","","10/01/2013","09/30/2014"
"SC","Patients who reported that staff ""Always"" explained about medicines before giving it to them","H_COMP_5_A_P","Staff ""always"" explained","66","","10/01/2013","09/30/2014"
"SC","Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","H_COMP_5_SN_P","Staff ""sometimes"" or ""never"" explained","18","","10/01/2013","09/30/2014"
"SC","Patients who reported that staff ""Usually"" explained about medicines before giving it to them","H_COMP_5_U_P","Staff ""usually"" explained","16","","10/01/2013","09/30/2014"
"SC","Patients who reported that NO, they were not given information about what to do during their recovery at home","H_COMP_6_N_P","No, staff ""did not"" give patients this information","14","","10/01/2013","09/30/2014"
"SC","Patients who reported that YES, they were given information about what to do during their recovery at home","H_COMP_6_Y_P","Yes, staff ""did"" give patients this information","86","","10/01/2013","09/30/2014"
"SC","Patients who “Agree” they understood their care when they left the hospital","H_COMP_7_A","Patients who “Agree” they understood their care when they left the hospital","42","","10/01/2013","09/30/2014"
"SC","Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital","H_COMP_7_D_SD","Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital","6","","10/01/2013","09/30/2014"
"SC","Patients who ""Strongly Agree"" they understood their care when they left the hospital","H_COMP_7_SA","Patients who “Strongly Agree” they understood their care when they left the hospital","52","","10/01/2013","09/30/2014"
"SC","Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_0_6","Patients who gave a rating of ""6"" or lower (low)","8","","10/01/2013","09/30/2014"
"SC","Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_7_8","Patients who gave a rating of ""7"" or ""8"" (medium)","21","","10/01/2013","09/30/2014"
"SC","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_9_10","Patients who gave a rating of ""9"" or ""10"" (high)","71","","10/01/2013","09/30/2014"
"SC","Patients who reported that the area around their room was ""Always"" quiet at night","H_QUIET_HSP_A_P","""Always"" quiet at night","68","","10/01/2013","09/30/2014"
"SC","Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","H_QUIET_HSP_SN_P","""Sometimes"" or ""never"" quiet at night","7","","10/01/2013","09/30/2014"
"SC","Patients who reported that the area around their room was ""Usually"" quiet at night","H_QUIET_HSP_U_P","""Usually"" quiet at night","25","","10/01/2013","09/30/2014"
"SC","Patients who reported NO, they would probably not or definitely not recommend the hospital","H_RECMND_DN","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)","5","","10/01/2013","09/30/2014"
"SC","Patients who reported YES, they would definitely recommend the hospital","H_RECMND_DY","""YES"", patients would definitely recommend the hospital","70","","10/01/2013","09/30/2014"
"SC","Patients who reported YES, they would probably recommend the hospital","H_RECMND_PY","""YES"", patients would probably recommend the hospital","25","","10/01/2013","09/30/2014"
"SD","Patients who reported that their room and bathroom were ""Always"" clean","H_CLEAN_HSP_A_P","Room was ""always"" clean","76","","10/01/2013","09/30/2014"
"SD","Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","H_CLEAN_HSP_SN_P","Room was ""sometimes"" or ""never"" clean","6","","10/01/2013","09/30/2014"
"SD","Patients who reported that their room and bathroom were ""Usually"" clean","H_CLEAN_HSP_U_P","Room was ""usually"" clean","18","","10/01/2013","09/30/2014"
"SD","Patients who reported that their nurses ""Always"" communicated well","H_COMP_1_A_P","Nurses ""always"" communicated well","82","","10/01/2013","09/30/2014"
"SD","Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","H_COMP_1_SN_P","Nurses ""sometimes"" or ""never"" communicated well","3","","10/01/2013","09/30/2014"
"SD","Patients who reported that their nurses ""Usually"" communicated well","H_COMP_1_U_P","Nurses ""usually"" communicated well","15","","10/01/2013","09/30/2014"
"SD","Patients who reported that their doctors ""Always"" communicated well","H_COMP_2_A_P","Doctors ""always"" communicated well","84","","10/01/2013","09/30/2014"
"SD","Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","H_COMP_2_SN_P","Doctors ""sometimes"" or ""never"" communicated well","3","","10/01/2013","09/30/2014"
"SD","Patients who reported that their doctors ""Usually"" communicated well","H_COMP_2_U_P","Doctors ""usually"" communicated well","13","","10/01/2013","09/30/2014"
"SD","Patients who reported that they ""Always"" received help as soon as they wanted","H_COMP_3_A_P","Patients ""always"" received help as soon as they wanted","74","","10/01/2013","09/30/2014"
"SD","Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","H_COMP_3_SN_P","Patients ""sometimes"" or ""never"" received help as soon as they wanted","5","","10/01/2013","09/30/2014"
"SD","Patients who reported that they ""Usually"" received help as soon as they wanted","H_COMP_3_U_P","Patients ""usually"" received help as soon as they wanted","21","","10/01/2013","09/30/2014"
"SD","Patients who reported that their pain was ""Always"" well controlled","H_COMP_4_A_P","Pain was ""always"" well controlled","71","","10/01/2013","09/30/2014"
"SD","Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","H_COMP_4_SN_P","Pain was ""sometimes"" or ""never"" well controlled","5","","10/01/2013","09/30/2014"
"SD","Patients who reported that their pain was ""Usually"" well controlled","H_COMP_4_U_P","Pain was ""usually"" well controlled","24","","10/01/2013","09/30/2014"
"SD","Patients who reported that staff ""Always"" explained about medicines before giving it to them","H_COMP_5_A_P","Staff ""always"" explained","69","","10/01/2013","09/30/2014"
"SD","Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","H_COMP_5_SN_P","Staff ""sometimes"" or ""never"" explained","13","","10/01/2013","09/30/2014"
"SD","Patients who reported that staff ""Usually"" explained about medicines before giving it to them","H_COMP_5_U_P","Staff ""usually"" explained","18","","10/01/2013","09/30/2014"
"SD","Patients who reported that NO, they were not given information about what to do during their recovery at home","H_COMP_6_N_P","No, staff ""did not"" give patients this information","12","","10/01/2013","09/30/2014"
"SD","Patients who reported that YES, they were given information about what to do during their recovery at home","H_COMP_6_Y_P","Yes, staff ""did"" give patients this information","88","","10/01/2013","09/30/2014"
"SD","Patients who “Agree” they understood their care when they left the hospital","H_COMP_7_A","Patients who “Agree” they understood their care when they left the hospital","41","","10/01/2013","09/30/2014"
"SD","Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital","H_COMP_7_D_SD","Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital","4","","10/01/2013","09/30/2014"
"SD","Patients who ""Strongly Agree"" they understood their care when they left the hospital","H_COMP_7_SA","Patients who “Strongly Agree” they understood their care when they left the hospital","55","","10/01/2013","09/30/2014"
"SD","Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_0_6","Patients who gave a rating of ""6"" or lower (low)","7","","10/01/2013","09/30/2014"
"SD","Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_7_8","Patients who gave a rating of ""7"" or ""8"" (medium)","18","","10/01/2013","09/30/2014"
"SD","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_9_10","Patients who gave a rating of ""9"" or ""10"" (high)","75","","10/01/2013","09/30/2014"
"SD","Patients who reported that the area around their room was ""Always"" quiet at night","H_QUIET_HSP_A_P","""Always"" quiet at night","71","","10/01/2013","09/30/2014"
"SD","Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","H_QUIET_HSP_SN_P","""Sometimes"" or ""never"" quiet at night","5","","10/01/2013","09/30/2014"
"SD","Patients who reported that the area around their room was ""Usually"" quiet at night","H_QUIET_HSP_U_P","""Usually"" quiet at night","24","","10/01/2013","09/30/2014"
"SD","Patients who reported NO, they would probably not or definitely not recommend the hospital","H_RECMND_DN","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)","4","","10/01/2013","09/30/2014"
"SD","Patients who reported YES, they would definitely recommend the hospital","H_RECMND_DY","""YES"", patients would definitely recommend the hospital","76","","10/01/2013","09/30/2014"
"SD","Patients who reported YES, they would probably recommend the hospital","H_RECMND_PY","""YES"", patients would probably recommend the hospital","20","","10/01/2013","09/30/2014"
"TN","Patients who reported that their room and bathroom were ""Always"" clean","H_CLEAN_HSP_A_P","Room was ""always"" clean","73","","10/01/2013","09/30/2014"
"TN","Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","H_CLEAN_HSP_SN_P","Room was ""sometimes"" or ""never"" clean","9","","10/01/2013","09/30/2014"
"TN","Patients who reported that their room and bathroom were ""Usually"" clean","H_CLEAN_HSP_U_P","Room was ""usually"" clean","18","","10/01/2013","09/30/2014"
"TN","Patients who reported that their nurses ""Always"" communicated well","H_COMP_1_A_P","Nurses ""always"" communicated well","80","","10/01/2013","09/30/2014"
"TN","Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","H_COMP_1_SN_P","Nurses ""sometimes"" or ""never"" communicated well","5","","10/01/2013","09/30/2014"
"TN","Patients who reported that their nurses ""Usually"" communicated well","H_COMP_1_U_P","Nurses ""usually"" communicated well","15","","10/01/2013","09/30/2014"
"TN","Patients who reported that their doctors ""Always"" communicated well","H_COMP_2_A_P","Doctors ""always"" communicated well","83","","10/01/2013","09/30/2014"
"TN","Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","H_COMP_2_SN_P","Doctors ""sometimes"" or ""never"" communicated well","4","","10/01/2013","09/30/2014"
"TN","Patients who reported that their doctors ""Usually"" communicated well","H_COMP_2_U_P","Doctors ""usually"" communicated well","13","","10/01/2013","09/30/2014"
"TN","Patients who reported that they ""Always"" received help as soon as they wanted","H_COMP_3_A_P","Patients ""always"" received help as soon as they wanted","69","","10/01/2013","09/30/2014"
"TN","Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","H_COMP_3_SN_P","Patients ""sometimes"" or ""never"" received help as soon as they wanted","9","","10/01/2013","09/30/2014"
"TN","Patients who reported that they ""Usually"" received help as soon as they wanted","H_COMP_3_U_P","Patients ""usually"" received help as soon as they wanted","22","","10/01/2013","09/30/2014"
"TN","Patients who reported that their pain was ""Always"" well controlled","H_COMP_4_A_P","Pain was ""always"" well controlled","71","","10/01/2013","09/30/2014"
"TN","Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","H_COMP_4_SN_P","Pain was ""sometimes"" or ""never"" well controlled","7","","10/01/2013","09/30/2014"
"TN","Patients who reported that their pain was ""Usually"" well controlled","H_COMP_4_U_P","Pain was ""usually"" well controlled","22","","10/01/2013","09/30/2014"
"TN","Patients who reported that staff ""Always"" explained about medicines before giving it to them","H_COMP_5_A_P","Staff ""always"" explained","65","","10/01/2013","09/30/2014"
"TN","Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","H_COMP_5_SN_P","Staff ""sometimes"" or ""never"" explained","18","","10/01/2013","09/30/2014"
"TN","Patients who reported that staff ""Usually"" explained about medicines before giving it to them","H_COMP_5_U_P","Staff ""usually"" explained","17","","10/01/2013","09/30/2014"
"TN","Patients who reported that NO, they were not given information about what to do during their recovery at home","H_COMP_6_N_P","No, staff ""did not"" give patients this information","14","","10/01/2013","09/30/2014"
"TN","Patients who reported that YES, they were given information about what to do during their recovery at home","H_COMP_6_Y_P","Yes, staff ""did"" give patients this information","86","","10/01/2013","09/30/2014"
"TN","Patients who “Agree” they understood their care when they left the hospital","H_COMP_7_A","Patients who “Agree” they understood their care when they left the hospital","43","","10/01/2013","09/30/2014"
"TN","Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital","H_COMP_7_D_SD","Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital","6","","10/01/2013","09/30/2014"
"TN","Patients who ""Strongly Agree"" they understood their care when they left the hospital","H_COMP_7_SA","Patients who “Strongly Agree” they understood their care when they left the hospital","51","","10/01/2013","09/30/2014"
"TN","Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_0_6","Patients who gave a rating of ""6"" or lower (low)","8","","10/01/2013","09/30/2014"
"TN","Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_7_8","Patients who gave a rating of ""7"" or ""8"" (medium)","21","","10/01/2013","09/30/2014"
"TN","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_9_10","Patients who gave a rating of ""9"" or ""10"" (high)","71","","10/01/2013","09/30/2014"
"TN","Patients who reported that the area around their room was ""Always"" quiet at night","H_QUIET_HSP_A_P","""Always"" quiet at night","68","","10/01/2013","09/30/2014"
"TN","Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","H_QUIET_HSP_SN_P","""Sometimes"" or ""never"" quiet at night","7","","10/01/2013","09/30/2014"
"TN","Patients who reported that the area around their room was ""Usually"" quiet at night","H_QUIET_HSP_U_P","""Usually"" quiet at night","25","","10/01/2013","09/30/2014"
"TN","Patients who reported NO, they would probably not or definitely not recommend the hospital","H_RECMND_DN","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)","6","","10/01/2013","09/30/2014"
"TN","Patients who reported YES, they would definitely recommend the hospital","H_RECMND_DY","""YES"", patients would definitely recommend the hospital","70","","10/01/2013","09/30/2014"
"TN","Patients who reported YES, they would probably recommend the hospital","H_RECMND_PY","""YES"", patients would probably recommend the hospital","24","","10/01/2013","09/30/2014"
"TX","Patients who reported that their room and bathroom were ""Always"" clean","H_CLEAN_HSP_A_P","Room was ""always"" clean","75","","10/01/2013","09/30/2014"
"TX","Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","H_CLEAN_HSP_SN_P","Room was ""sometimes"" or ""never"" clean","8","","10/01/2013","09/30/2014"
"TX","Patients who reported that their room and bathroom were ""Usually"" clean","H_CLEAN_HSP_U_P","Room was ""usually"" clean","17","","10/01/2013","09/30/2014"
"TX","Patients who reported that their nurses ""Always"" communicated well","H_COMP_1_A_P","Nurses ""always"" communicated well","80","","10/01/2013","09/30/2014"
"TX","Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","H_COMP_1_SN_P","Nurses ""sometimes"" or ""never"" communicated well","4","","10/01/2013","09/30/2014"
"TX","Patients who reported that their nurses ""Usually"" communicated well","H_COMP_1_U_P","Nurses ""usually"" communicated well","16","","10/01/2013","09/30/2014"
"TX","Patients who reported that their doctors ""Always"" communicated well","H_COMP_2_A_P","Doctors ""always"" communicated well","84","","10/01/2013","09/30/2014"
"TX","Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","H_COMP_2_SN_P","Doctors ""sometimes"" or ""never"" communicated well","4","","10/01/2013","09/30/2014"
"TX","Patients who reported that their doctors ""Usually"" communicated well","H_COMP_2_U_P","Doctors ""usually"" communicated well","12","","10/01/2013","09/30/2014"
"TX","Patients who reported that they ""Always"" received help as soon as they wanted","H_COMP_3_A_P","Patients ""always"" received help as soon as they wanted","70","","10/01/2013","09/30/2014"
"TX","Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","H_COMP_3_SN_P","Patients ""sometimes"" or ""never"" received help as soon as they wanted","9","","10/01/2013","09/30/2014"
"TX","Patients who reported that they ""Usually"" received help as soon as they wanted","H_COMP_3_U_P","Patients ""usually"" received help as soon as they wanted","21","","10/01/2013","09/30/2014"
"TX","Patients who reported that their pain was ""Always"" well controlled","H_COMP_4_A_P","Pain was ""always"" well controlled","73","","10/01/2013","09/30/2014"
"TX","Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","H_COMP_4_SN_P","Pain was ""sometimes"" or ""never"" well controlled","6","","10/01/2013","09/30/2014"
"TX","Patients who reported that their pain was ""Usually"" well controlled","H_COMP_4_U_P","Pain was ""usually"" well controlled","21","","10/01/2013","09/30/2014"
