"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.644","","10/01/2013","09/30/2014"
"NC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.951","","10/01/2013","09/30/2014"
"ND","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.745","","10/01/2013","09/30/2014"
"NE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.480","","10/01/2013","09/30/2014"
"NH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.546","","10/01/2013","09/30/2014"
"NJ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.107","","10/01/2013","09/30/2014"
"NM","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.434","","10/01/2013","09/30/2014"
"NV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.025","","10/01/2013","09/30/2014"
"NY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.938","","10/01/2013","09/30/2014"
"OH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.880","","10/01/2013","09/30/2014"
"OK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.976","","10/01/2013","09/30/2014"
"OR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.646","","10/01/2013","09/30/2014"
"PA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.886","","10/01/2013","09/30/2014"
"PR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.191","","10/01/2013","09/30/2014"
"RI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.661","","10/01/2013","09/30/2014"
"SC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.992","","10/01/2013","09/30/2014"
"SD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.557","","10/01/2013","09/30/2014"
"TN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.091","","10/01/2013","09/30/2014"
"TX","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.845","","10/01/2013","09/30/2014"
"UT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.577","","10/01/2013","09/30/2014"
"VA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.905","","10/01/2013","09/30/2014"
"VI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.333","","10/01/2013","09/30/2014"
"VT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.140","","10/01/2013","09/30/2014"
"WA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.859","","10/01/2013","09/30/2014"
"WI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.429","","10/01/2013","09/30/2014"
"WV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.843","","10/01/2013","09/30/2014"
"WY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.184","","10/01/2013","09/30/2014"
"AK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.978","","10/01/2013","09/30/2014"
"AL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.300","","10/01/2013","09/30/2014"
"AR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.350","","10/01/2013","09/30/2014"
"AS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2013","09/30/2014"
"AZ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.141","","10/01/2013","09/30/2014"
"CA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.808","","10/01/2013","09/30/2014"
"CO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.716","","10/01/2013","09/30/2014"
"CT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.824","","10/01/2013","09/30/2014"
"DC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.173","","10/01/2013","09/30/2014"
"DE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.562","","10/01/2013","09/30/2014"
"FL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.139","","10/01/2013","09/30/2014"
"GA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.163","","10/01/2013","09/30/2014"
"GU","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2013","09/30/2014"
"HI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.118","","10/01/2013","09/30/2014"
"IA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.868","","10/01/2013","09/30/2014"
"ID","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.751","","10/01/2013","09/30/2014"
"IL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.793","","10/01/2013","09/30/2014"
"IN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.807","","10/01/2013","09/30/2014"
"KS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.737","","10/01/2013","09/30/2014"
"KY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.434","","10/01/2013","09/30/2014"
"LA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.337","","10/01/2013","09/30/2014"
"MA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.582","","10/01/2013","09/30/2014"
"MD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.547","","10/01/2013","09/30/2014"
"ME","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.683","","10/01/2013","09/30/2014"
"MI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.079","","10/01/2013","09/30/2014"
"MN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.434","","10/01/2013","09/30/2014"
"MO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.877","","10/01/2013","09/30/2014"
"MP","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2013","09/30/2014"
"MS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.085","","10/01/2013","09/30/2014"
"MT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.096","","10/01/2013","09/30/2014"
"NC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.053","","10/01/2013","09/30/2014"
"ND","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.155","","10/01/2013","09/30/2014"
"NE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.684","","10/01/2013","09/30/2014"
"NH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.868","","10/01/2013","09/30/2014"
"NJ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.227","","10/01/2013","09/30/2014"
"NM","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.652","","10/01/2013","09/30/2014"
"NV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.289","","10/01/2013","09/30/2014"
"NY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.003","","10/01/2013","09/30/2014"
"OH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.971","","10/01/2013","09/30/2014"
"OK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.151","","10/01/2013","09/30/2014"
"OR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.831","","10/01/2013","09/30/2014"
"PA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.970","","10/01/2013","09/30/2014"
"PR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.519","","10/01/2013","09/30/2014"
"RI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.969","","10/01/2013","09/30/2014"
"SC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.151","","10/01/2013","09/30/2014"
"SD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.929","","10/01/2013","09/30/2014"
"TN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.215","","10/01/2013","09/30/2014"
"TX","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.913","","10/01/2013","09/30/2014"
"UT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.801","","10/01/2013","09/30/2014"
"VA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.035","","10/01/2013","09/30/2014"
"VI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","4.403","","10/01/2013","09/30/2014"
"VT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.462","","10/01/2013","09/30/2014"
"WA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.019","","10/01/2013","09/30/2014"
"WI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.560","","10/01/2013","09/30/2014"
"WV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.051","","10/01/2013","09/30/2014"
"WY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.907","","10/01/2013","09/30/2014"
"AK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.129","","10/01/2013","09/30/2014"
"AL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.003","","10/01/2013","09/30/2014"
"AR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.917","","10/01/2013","09/30/2014"
"AS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2013","09/30/2014"
"AZ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.858","","10/01/2013","09/30/2014"
"CA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.695","","10/01/2013","09/30/2014"
"CO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.419","","10/01/2013","09/30/2014"
"CT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.548","","10/01/2013","09/30/2014"
"DC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.687","","10/01/2013","09/30/2014"
"DE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.825","","10/01/2013","09/30/2014"
"FL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.992","","10/01/2013","09/30/2014"
"GA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.934","","10/01/2013","09/30/2014"
"GU","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2013","09/30/2014"
"HI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.516","","10/01/2013","09/30/2014"
"IA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.516","","10/01/2013","09/30/2014"
"ID","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.214","","10/01/2013","09/30/2014"
"IL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.628","","10/01/2013","09/30/2014"
"IN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.585","","10/01/2013","09/30/2014"
"KS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.427","","10/01/2013","09/30/2014"
"KY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.083","","10/01/2013","09/30/2014"
"LA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.031","","10/01/2013","09/30/2014"
"MA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.406","","10/01/2013","09/30/2014"
"MD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.161","","10/01/2013","09/30/2014"
"ME","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.237","","10/01/2013","09/30/2014"
"MI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.883","","10/01/2013","09/30/2014"
"MN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.241","","10/01/2013","09/30/2014"
"MO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.651","","10/01/2013","09/30/2014"
"MP","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2013","09/30/2014"
"MS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.764","","10/01/2013","09/30/2014"
"MT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.349","","10/01/2013","09/30/2014"
"NC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.857","","10/01/2013","09/30/2014"
"ND","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.456","","10/01/2013","09/30/2014"
"NE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.325","","10/01/2013","09/30/2014"
"NH","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.323","","10/01/2013","09/30/2014"
"NJ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.996","","10/01/2013","09/30/2014"
"NM","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.276","","10/01/2013","09/30/2014"
"NV","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.804","","10/01/2013","09/30/2014"
"NY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.876","","10/01/2013","09/30/2014"
"OH","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.795","","10/01/2013","09/30/2014"
"OK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.823","","10/01/2013","09/30/2014"
"OR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.494","","10/01/2013","09/30/2014"
"PA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.807","","10/01/2013","09/30/2014"
"PR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.049","","10/01/2013","09/30/2014"
"RI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.433","","10/01/2013","09/30/2014"
"SC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.851","","10/01/2013","09/30/2014"
"SD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.310","","10/01/2013","09/30/2014"
"TN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.976","","10/01/2013","09/30/2014"
"TX","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.780","","10/01/2013","09/30/2014"
"UT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.404","","10/01/2013","09/30/2014"
"VA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.787","","10/01/2013","09/30/2014"
"VI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.223","","10/01/2013","09/30/2014"
"VT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.023","","10/01/2013","09/30/2014"
"WA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.719","","10/01/2013","09/30/2014"
"WI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.323","","10/01/2013","09/30/2014"
"WV","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.668","","10/01/2013","09/30/2014"
"WY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.009","","10/01/2013","09/30/2014"
"AK","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.804","","10/01/2013","09/30/2014"
"AL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.660","","10/01/2013","09/30/2014"
"AR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.642","","10/01/2013","09/30/2014"
"AS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2013","09/30/2014"
"AZ","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.912","","10/01/2013","09/30/2014"
"CA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.053","","10/01/2013","09/30/2014"
"CO","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.047","","10/01/2013","09/30/2014"
"CT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.057","","10/01/2013","09/30/2014"
"DC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.875","","10/01/2013","09/30/2014"
"DE","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.057","","10/01/2013","09/30/2014"
"FL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.865","","10/01/2013","09/30/2014"
"GA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.880","","10/01/2013","09/30/2014"
"GU","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2013","09/30/2014"
"HI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.740","","10/01/2013","09/30/2014"
"IA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.852","","10/01/2013","09/30/2014"
"ID","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.711","","10/01/2013","09/30/2014"
"IL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.963","","10/01/2013","09/30/2014"
"IN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.936","","10/01/2013","09/30/2014"
"KS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.954","","10/01/2013","09/30/2014"
"KY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.950","","10/01/2013","09/30/2014"
"LA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.658","","10/01/2013","09/30/2014"
"MA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.939","","10/01/2013","09/30/2014"
"MD","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.150","","10/01/2013","09/30/2014"
"ME","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.551","","10/01/2013","09/30/2014"
"MI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.899","","10/01/2013","09/30/2014"
"MN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.769","","10/01/2013","09/30/2014"
"MO","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.867","","10/01/2013","09/30/2014"
"MP","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2013","09/30/2014"
"MS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.683","","10/01/2013","09/30/2014"
"MT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.785","","10/01/2013","09/30/2014"
"NC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.893","","10/01/2013","09/30/2014"
"ND","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.890","","10/01/2013","09/30/2014"
"NE","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.660","","10/01/2013","09/30/2014"
"NH","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.952","","10/01/2013","09/30/2014"
"NJ","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.951","","10/01/2013","09/30/2014"
"NM","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.090","","10/01/2013","09/30/2014"
"NV","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.041","","10/01/2013","09/30/2014"
"NY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.916","","10/01/2013","09/30/2014"
"OH","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.928","","10/01/2013","09/30/2014"
"OK","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.883","","10/01/2013","09/30/2014"
"OR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.753","","10/01/2013","09/30/2014"
"PA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.931","","10/01/2013","09/30/2014"
"PR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.255","","10/01/2013","09/30/2014"
"RI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.959","","10/01/2013","09/30/2014"
"SC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.800","","10/01/2013","09/30/2014"
"SD","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.916","","10/01/2013","09/30/2014"
"TN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.777","","10/01/2013","09/30/2014"
"TX","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.859","","10/01/2013","09/30/2014"
"UT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.862","","10/01/2013","09/30/2014"
"VA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.965","","10/01/2013","09/30/2014"
"VI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.423","","10/01/2013","09/30/2014"
"VT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.573","","10/01/2013","09/30/2014"
"WA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.978","","10/01/2013","09/30/2014"
"WI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.889","","10/01/2013","09/30/2014"
"WV","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.979","","10/01/2013","09/30/2014"
"WY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.665","","10/01/2013","09/30/2014"
"AK","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.968","","10/01/2013","09/30/2014"
"AL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.696","","10/01/2013","09/30/2014"
"AR","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.695","","10/01/2013","09/30/2014"
"AS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2013","09/30/2014"
"AZ","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.953","","10/01/2013","09/30/2014"
"CA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.074","","10/01/2013","09/30/2014"
"CO","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.107","","10/01/2013","09/30/2014"
"CT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.112","","10/01/2013","09/30/2014"
"DC","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.961","","10/01/2013","09/30/2014"
"DE","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.168","","10/01/2013","09/30/2014"
"FL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.885","","10/01/2013","09/30/2014"
"GA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.913","","10/01/2013","09/30/2014"
"GU","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2013","09/30/2014"
"HI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.834","","10/01/2013","09/30/2014"
"IA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.911","","10/01/2013","09/30/2014"
"ID","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.810","","10/01/2013","09/30/2014"
"IL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.991","","10/01/2013","09/30/2014"
"IN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.976","","10/01/2013","09/30/2014"
"KS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.020","","10/01/2013","09/30/2014"
"KY","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.996","","10/01/2013","09/30/2014"
"LA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.699","","10/01/2013","09/30/2014"
"MA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.977","","10/01/2013","09/30/2014"
"MD","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.199","","10/01/2013","09/30/2014"
"ME","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.624","","10/01/2013","09/30/2014"
"MI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.929","","10/01/2013","09/30/2014"
"MN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.812","","10/01/2013","09/30/2014"
"MO","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.905","","10/01/2013","09/30/2014"
"MP","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2013","09/30/2014"
"MS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.733","","10/01/2013","09/30/2014"
"MT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.897","","10/01/2013","09/30/2014"
