Provider Number,Hospital Name,Address,City,State,Zip Code,County Name,SCIP-Inf-1 Performance Rate,SCIP-Inf-1 Achievement Points,SCIP-Inf-1 Improvement Points,SCIP-Inf-1 Measure Score,SCIP-Inf-2 Performance Rate,SCIP-Inf-2 Achievement Points,SCIP-Inf-2 Improvement Points,SCIP-Inf-2 Measure Score,SCIP-Inf-3 Performance Rate,SCIP-Inf-3 Achievement Points,SCIP-Inf-3 Improvement Points,SCIP-Inf-3 Measure Score,SCIP-Inf-4 Performance Rate,SCIP-Inf-4 Achievement Points,SCIP-Inf-4 Improvement Points,SCIP-Inf-4 Measure Score,SCIP-Inf-9 Performance Rate,SCIP-Inf-9 Achievement Points,SCIP-Inf-9 Improvement Points,SCIP-Inf-9 Measure Score,HAI Condition/Procedure Score
"390138","WAYNESBORO HOSPITAL","501 EAST MAIN ST","Waynesboro","PA","17268","FRANKLIN","0.98901","2 out of 10","4 out of 9","4 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98837","5 out of 10","4 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","29"
"390139","MAIN LINE HOSPITAL BRYN MAWR CAMPUS","130 SOUTH BRYN MAWR AVE","Bryn Mawr","PA","19010","DELAWARE","0.99181","4 out of 10","0 out of 9","4 out of 10","0.99776","8 out of 10","8 out of 9","8 out of 10","0.99775","9 out of 10","5 out of 9","9 out of 10","0.92593","0 out of 10","2 out of 9","2 out of 10","0.98942","8 out of 10","4 out of 9","8 out of 10","31"
"390142","ALBERT EINSTEIN MEDICAL CENTER","5501 OLD YORK ROAD","Philadelphia","PA","19141","PHILADELPHIA","0.99400","6 out of 10","0 out of 9","6 out of 10","0.99600","7 out of 10","0 out of 9","7 out of 10","0.97782","2 out of 10","1 out of 9","2 out of 10","0.97183","4 out of 10","5 out of 9","5 out of 10","0.99170","8 out of 10","4 out of 9","8 out of 10","28"
"390145","EXCELA HEALTH WESTMORELAND HOSPITAL","532 WEST PITTSBURGH STREET","Greensburg","PA","15601","WESTMORELAND","0.99901","9 out of 10","6 out of 9","9 out of 10","0.99107","4 out of 10","2 out of 9","4 out of 10","0.97492","0 out of 10","0 out of 9","0 out of 10","0.99351","9 out of 10","8 out of 9","9 out of 10","0.97924","6 out of 10","7 out of 9","7 out of 10","29"
"390146","WARREN GENERAL HOSPITAL","TWO CRESCENT PARK WEST","Warren","PA","16365","WARREN","0.96855","0 out of 10","0 out of 9","0 out of 10","0.97484","0 out of 10","5 out of 9","5 out of 10","0.98052","3 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.94949","1 out of 10","5 out of 9","5 out of 10","17"
"390147","MONONGAHELA VALLEY HOSPITAL","1163 COUNTRY CLUB ROAD","Monongahela","PA","15063","WASHINGTON","0.99749","8 out of 10","9 out of 9","9 out of 10","0.98995","3 out of 10","6 out of 9","6 out of 10","0.98462","4 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","0.97633","5 out of 10","6 out of 9","6 out of 10","27"
"390150","SOUTHWEST REGIONAL MEDICAL CENTER","350 BONAR AVENUE","Waynesburg","PA","15370","GREENE","1.00000","10 out of 10","9 out of 9","10 out of 10","0.95238","0 out of 10","0 out of 9","0 out of 10","0.97436","0 out of 10","2 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","22"
"390151","CHAMBERSBURG HOSPITAL","112 NORTH SEVENTH STREET","Chambersburg","PA","17201","FRANKLIN","0.99808","8 out of 10","9 out of 9","9 out of 10","0.99615","7 out of 10","8 out of 9","8 out of 10","0.95455","0 out of 10","1 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available","0.96238","3 out of 10","2 out of 9","3 out of 10","21"
"390153","MAIN LINE HOSPITAL PAOLI","255 WEST LANCASTER AVENUE","Paoli","PA","19301","CHESTER","0.99451","6 out of 10","0 out of 9","6 out of 10","0.99314","5 out of 10","3 out of 9","5 out of 10","0.99851","9 out of 10","7 out of 9","9 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","40"
"390154","PENN HIGHLANDS ELK","763 JOHNSONBURG ROAD","St Marys","PA","15857","ELK","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97701","0 out of 10","4 out of 9","4 out of 10","0.97647","1 out of 10","5 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","29"
"390156","MERCY FITZGERALD HOSPITAL","LANSDOWNE & BAILY RDS","Darby","PA","19023","DELAWARE","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97628","0 out of 10","2 out of 9","2 out of 10","0.98354","4 out of 10","6 out of 9","6 out of 10","0.95745","0 out of 10","4 out of 9","4 out of 10","0.99048","8 out of 10","6 out of 9","8 out of 10","30"
"390157","OHIO VALLEY GENERAL HOSPITAL","25 HECKEL ROAD","Mckees Rocks","PA","15136","ALLEGHENY","0.95968","0 out of 10","0 out of 9","0 out of 10","0.98387","0 out of 10","3 out of 9","3 out of 10","0.95082","0 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","0.91228","0 out of 10","7 out of 9","7 out of 10","16"
"390160","CANONSBURG GENERAL HOSPITAL","100 MEDICAL BOULEVARD","Canonsburg","PA","15317","WASHINGTON","0.94054","0 out of 10","0 out of 9","0 out of 10","0.95135","0 out of 10","0 out of 9","0 out of 10","0.94444","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.94118","0 out of 10","5 out of 9","5 out of 10","5"
"390162","EASTON HOSPITAL","250 SOUTH 21ST STREET","Easton","PA","18042","NORTHAMPTON","0.97943","0 out of 10","0 out of 9","0 out of 10","0.99225","4 out of 10","7 out of 9","7 out of 10","0.99206","7 out of 10","6 out of 9","7 out of 10","0.98529","7 out of 10","7 out of 9","7 out of 10","0.98962","8 out of 10","7 out of 9","8 out of 10","29"
"390163","ACMH HOSPITAL","ONE NOLTE DRIVE","Kittanning","PA","16201","ARMSTRONG","0.98844","2 out of 10","0 out of 9","2 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98256","3 out of 10","0 out of 9","3 out of 10","Not Available","Not Available","Not Available","Not Available","0.99448","9 out of 10","8 out of 9","9 out of 10","24"
"390164","UPMC PRESBYTERIAN SHADYSIDE","200 LOTHROP STREET","Pittsburgh","PA","15213","ALLEGHENY","0.99892","9 out of 10","7 out of 9","9 out of 10","0.99856","9 out of 10","7 out of 9","9 out of 10","0.99305","7 out of 10","3 out of 9","7 out of 10","0.97725","5 out of 10","0 out of 9","5 out of 10","0.99737","9 out of 10","9 out of 9","9 out of 10","39"
"390168","BUTLER MEMORIAL HOSPITAL","ONE HOSPITAL WAY","Butler","PA","16001","BUTLER","0.99699","8 out of 10","6 out of 9","8 out of 10","0.99800","8 out of 10","7 out of 9","8 out of 10","0.98751","5 out of 10","4 out of 9","5 out of 10","0.97688","5 out of 10","0 out of 9","5 out of 10","0.99794","9 out of 10","0 out of 9","9 out of 10","35"
"390173","INDIANA REGIONAL MEDICAL CENTER","835 HOSPITAL ROAD","Indiana","PA","15701","INDIANA","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.96748","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.98222","6 out of 10","5 out of 9","6 out of 10","26"
"390174","THOMAS JEFFERSON UNIVERSITY HOSPITAL","111 SOUTH 11TH STREET","Philadelphia","PA","19107","PHILADELPHIA","0.99707","8 out of 10","7 out of 9","8 out of 10","0.99331","5 out of 10","3 out of 9","5 out of 10","0.99029","6 out of 10","3 out of 9","6 out of 10","0.97753","5 out of 10","7 out of 9","7 out of 10","0.97277","5 out of 10","2 out of 9","5 out of 10","31"
"390178","UPMC HORIZON","110 NORTH MAIN STREET","Greenville","PA","16125","MERCER","0.99388","5 out of 10","5 out of 9","5 out of 10","0.99796","8 out of 10","8 out of 9","8 out of 10","0.99578","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.99219","8 out of 10","6 out of 9","8 out of 10","29"
"390179","CHESTER COUNTY HOSPITAL","701 EAST MARSHALL STREET","West Chester","PA","19380","CHESTER","0.99836","8 out of 10","0 out of 9","8 out of 10","0.99836","8 out of 10","8 out of 9","8 out of 10","0.99493","8 out of 10","7 out of 9","8 out of 10","0.93478","0 out of 10","0 out of 9","0 out of 10","0.99821","9 out of 10","8 out of 9","9 out of 10","33"
"390180","CROZER CHESTER MEDICAL CENTER","ONE MEDICAL CENTER BOULEVARD","Upland","PA","19013","DELAWARE","0.99299","5 out of 10","4 out of 9","5 out of 10","0.98876","2 out of 10","5 out of 9","5 out of 10","0.99143","6 out of 10","5 out of 9","6 out of 10","0.92233","0 out of 10","0 out of 9","0 out of 10","0.99843","9 out of 10","9 out of 9","9 out of 10","25"
"390183","ST LUKE'S MINERS MEMORIAL HOSPITAL","360 W RUDDLE STREET","Coaldale","PA","18218","SCHUYLKILL","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99048","6 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","37"
"390184","HIGHLANDS HOSPITAL","401 EAST MURPHY AVENUE","Connellsville","PA","15425","FAYETTE","1.00000","10 out of 10","9 out of 9","10 out of 10","0.93750","0 out of 10","0 out of 9","0 out of 10","0.87500","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.97059","4 out of 10","8 out of 9","8 out of 10","18"
"390185","LEHIGH VALLEY HOSPITAL - HAZLETON","700 EAST BROAD STREET","Hazleton","PA","18201","LUZERNE","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","40"
"390192","TYLER MEMORIAL HOSPITAL","5950 STATE ROUTE 6 WEST","Tunkhannock","PA","18657","WYOMING","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"390194","GNADEN HUETTEN MEMORIAL HOSPITAL","211 NORTH 12TH STREET","Lehighton","PA","18235","CARBON","0.98507","0 out of 10","0 out of 9","0 out of 10","0.98507","0 out of 10","8 out of 9","8 out of 10","0.94737","0 out of 10","2 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"390195","MAIN LINE HOSPITAL LANKENAU","100 LANCASTER AVE","Wynnewood","PA","19096","MONTGOMERY","0.99444","6 out of 10","0 out of 9","6 out of 10","0.99762","8 out of 10","7 out of 9","8 out of 10","0.99838","9 out of 10","7 out of 9","9 out of 10","0.99352","9 out of 10","0 out of 9","9 out of 10","0.99395","8 out of 10","0 out of 9","8 out of 10","40"
"390197","SACRED HEART HOSPITAL","421 CHEW STREET","Allentown","PA","18102","LEHIGH","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99457","6 out of 10","7 out of 9","7 out of 10","0.98895","6 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.98592","7 out of 10","9 out of 9","9 out of 10","33"
"390198","MILLCREEK COMMUNITY HOSPITAL","5515 PEACH STREET","Erie","PA","16509","ERIE","0.97938","0 out of 10","2 out of 9","2 out of 10","0.95876","0 out of 10","5 out of 9","5 out of 10","0.97727","1 out of 10","1 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available","0.96296","3 out of 10","7 out of 9","7 out of 10","15"
"390199","PUNXSUTAWNEY AREA HOSPITAL","81 HILLCREST DRIVE","Punxsutawney","PA","15767","JEFFERSON","1.00000","10 out of 10","0 out of 9","10 out of 10","0.98438","0 out of 10","5 out of 9","5 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","35"
"390201","POCONO MEDICAL CENTER","206 EAST BROWN STREET","East Stroudsburg","PA","18301","MONROE","0.99244","5 out of 10","0 out of 9","5 out of 10","0.98232","0 out of 10","0 out of 9","0 out of 10","0.98438","4 out of 10","5 out of 9","5 out of 10","0.97436","4 out of 10","4 out of 9","4 out of 10","0.98391","7 out of 10","8 out of 9","8 out of 10","22"
"390203","DOYLESTOWN HOSPITAL","595 WEST STATE ST","Doylestown","PA","18901","BUCKS","0.99871","9 out of 10","8 out of 9","9 out of 10","0.99485","6 out of 10","5 out of 9","6 out of 10","0.99477","8 out of 10","8 out of 9","8 out of 10","0.99459","9 out of 10","8 out of 9","9 out of 10","0.99552","9 out of 10","9 out of 9","9 out of 10","41"
"390204","NAZARETH HOSPITAL","2601 HOLME AVE","Philadelphia","PA","19152","PHILADELPHIA","0.99600","7 out of 10","5 out of 9","7 out of 10","0.99598","7 out of 10","8 out of 9","8 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.98394","7 out of 10","0 out of 9","7 out of 10","32"
"390211","SHARON REGIONAL HEALTH SYSTEM","740 EAST STATE STREET","Sharon","PA","16146","MERCER","0.99769","8 out of 10","8 out of 9","8 out of 10","0.98380","0 out of 10","0 out of 9","0 out of 10","0.94626","0 out of 10","0 out of 9","0 out of 10","0.91489","0 out of 10","0 out of 9","0 out of 10","0.94769","0 out of 10","0 out of 9","0 out of 10","8"
"390217","EXCELA HEALTH FRICK HOSPITAL","508 SOUTH CHURCH STREET","Mount Pleasant","PA","15666","WESTMORELAND","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","0.83333","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","30"
"390219","EXCELA HEALTH LATROBE HOSPITAL","ONE MELLON WAY","Latrobe","PA","15650","WESTMORELAND","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99717","8 out of 10","7 out of 9","8 out of 10","0.99135","6 out of 10","1 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","0.96744","4 out of 10","3 out of 9","4 out of 10","28"
"390220","JENNERSVILLE REGIONAL HOSPITAL","1015 WEST BALTIMORE PIKE","West Grove","PA","19390","CHESTER","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","0.95652","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.98485","7 out of 10","8 out of 9","8 out of 10","28"
"390222","RIDDLE MEMORIAL HOSPITAL","1068 WEST BALTIMORE PIKE","Media","PA","19063","DELAWARE","0.99286","5 out of 10","0 out of 9","5 out of 10","0.99524","6 out of 10","2 out of 9","6 out of 10","0.99637","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.99657","9 out of 10","6 out of 9","9 out of 10","28"
"390223","PENN PRESBYTERIAN MEDICAL CENTER","51 NORTH 39TH STREET","Philadelphia","PA","19104","PHILADELPHIA","0.98772","1 out of 10","4 out of 9","4 out of 10","0.99795","8 out of 10","7 out of 9","8 out of 10","0.99023","6 out of 10","8 out of 9","8 out of 10","0.97158","4 out of 10","0 out of 9","4 out of 10","0.99925","9 out of 10","9 out of 9","9 out of 10","33"
"390225","EPHRATA COMMUNITY HOSPITAL","169 MARTIN AVENUE","Ephrata","PA","17522","LANCASTER","0.98148","0 out of 10","3 out of 9","3 out of 10","0.99536","6 out of 10","0 out of 9","6 out of 10","0.96569","0 out of 10","1 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available","0.97405","5 out of 10","0 out of 9","5 out of 10","15"
"390226","PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS","800 SPRUCE STREET","Philadelphia","PA","19107","PHILADELPHIA","0.97270","0 out of 10","1 out of 9","1 out of 10","0.99007","3 out of 10","7 out of 9","7 out of 10","0.93606","0 out of 10","1 out of 9","1 out of 10","0.98276","6 out of 10","7 out of 9","7 out of 10","0.99507","9 out of 10","9 out of 9","9 out of 10","25"
"390228","ST CLAIR MEMORIAL HOSPITAL","1000 BOWER HILL ROAD","Pittsburgh","PA","15243","ALLEGHENY","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99156","4 out of 10","5 out of 9","5 out of 10","0.98888","6 out of 10","2 out of 9","6 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","41"
"390231","ABINGTON MEMORIAL HOSPITAL","1200 OLD YORK ROAD","Abington","PA","19001","MONTGOMERY","0.98077","0 out of 10","5 out of 9","5 out of 10","0.98069","0 out of 10","0 out of 9","0 out of 10","0.98625","5 out of 10","6 out of 9","6 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","31"
"390233","HANOVER HOSPITAL","300 HIGHLAND AVE","Hanover","PA","17331","YORK","0.98615","0 out of 10","3 out of 9","3 out of 10","0.99446","6 out of 10","7 out of 9","7 out of 10","0.99433","7 out of 10","5 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.99469","9 out of 10","8 out of 9","9 out of 10","26"
"390236","MEMORIAL HOSPITAL, INC  TOWANDA","91 HOSPITAL DRIVE","Towanda","PA","18848","BRADFORD","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","40"
"390237","REGIONAL HOSPITAL OF SCRANTON","746 JEFFERSON AVENUE","Scranton","PA","18501","LACKAWANNA","0.99215","4 out of 10","0 out of 9","4 out of 10","0.99213","4 out of 10","5 out of 9","5 out of 10","0.98396","4 out of 10","0 out of 9","4 out of 10","0.96135","1 out of 10","3 out of 9","3 out of 10","0.85207","0 out of 10","0 out of 9","0 out of 10","16"
"390256","MILTON S HERSHEY MEDICAL CENTER","500 UNIVERSITY DRIVE","Hershey","PA","17033","DAUPHIN","0.99367","5 out of 10","3 out of 9","5 out of 10","0.99456","6 out of 10","2 out of 9","6 out of 10","0.96973","0 out of 10","0 out of 9","0 out of 10","0.96850","3 out of 10","3 out of 9","3 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","24"
"390258","ST MARY MEDICAL CENTER","LANGHORNE-NEWTOWN RD","Langhorne","PA","19047","BUCKS","0.99618","7 out of 10","5 out of 9","7 out of 10","0.99330","5 out of 10","7 out of 9","7 out of 10","0.98836","5 out of 10","4 out of 9","5 out of 10","0.99163","8 out of 10","7 out of 9","8 out of 10","0.99901","9 out of 10","9 out of 9","9 out of 10","36"
"390263","LEHIGH VALLEY HOSPITAL - MUHLENBERG","2545 SCHOENERSVILLE ROAD","Bethlehem","PA","18017","LEHIGH","0.98000","0 out of 10","1 out of 9","1 out of 10","0.98750","1 out of 10","0 out of 9","1 out of 10","0.95396","0 out of 10","0 out of 9","0 out of 10","0.97087","3 out of 10","0 out of 9","3 out of 10","0.96864","4 out of 10","6 out of 9","6 out of 10","11"
"390265","JEFFERSON REGIONAL MEDICAL CENTER","565 COAL VALLEY RD","Jefferson Hills","PA","15025","ALLEGHENY","0.99460","6 out of 10","6 out of 9","6 out of 10","0.98741","1 out of 10","1 out of 9","1 out of 10","0.96886","0 out of 10","0 out of 9","0 out of 10","0.98485","7 out of 10","0 out of 9","7 out of 10","0.95471","2 out of 10","0 out of 9","2 out of 10","16"
"390266","GROVE CITY MEDICAL CENTER","631 NORTH BROAD STREET EXT.","Grove City","PA","16127","MERCER","0.95775","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98529","4 out of 10","4 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available","0.98333","7 out of 10","8 out of 9","8 out of 10","22"
"390267","FORBES HOSPITAL","2570 HAYMAKER ROAD","Monroeville","PA","15146","ALLEGHENY","0.99633","7 out of 10","4 out of 9","7 out of 10","0.99817","8 out of 10","8 out of 9","8 out of 10","0.98881","5 out of 10","0 out of 9","5 out of 10","0.98182","6 out of 10","4 out of 9","6 out of 10","0.97565","5 out of 10","3 out of 9","5 out of 10","31"
"390268","MOUNT NITTANY MEDICAL CENTER","1800 EAST PARK AVE","State College","PA","16803","CENTRE","0.99213","4 out of 10","6 out of 9","6 out of 10","0.99291","5 out of 10","0 out of 9","5 out of 10","0.98638","5 out of 10","3 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","0.91751","0 out of 10","0 out of 9","0 out of 10","16"
"390270","GEISINGER WYOMING VALLEY MEDICAL CENTER","1000 EAST MOUNTAIN BOULEVARD","Wilkes-Barre","PA","187113466","LUZERNE","0.97363","0 out of 10","0 out of 9","0 out of 10","0.98982","3 out of 10","0 out of 9","3 out of 10","0.98539","4 out of 10","3 out of 9","4 out of 10","0.96000","1 out of 10","0 out of 9","1 out of 10","0.98354","7 out of 10","5 out of 9","7 out of 10","15"
"390290","HAHNEMANN UNIVERSITY HOSPITAL","230 NORTH BROAD STREET","Philadelphia","PA","19102","PHILADELPHIA","0.97712","0 out of 10","2 out of 9","2 out of 10","0.99083","3 out of 10","6 out of 9","6 out of 10","0.96495","0 out of 10","0 out of 9","0 out of 10","0.95000","0 out of 10","5 out of 9","5 out of 10","0.98101","6 out of 10","0 out of 9","6 out of 10","19"
"390304","ROXBOROUGH MEMORIAL HOSPITAL","5800 RIDGE AVE","Philadelphia","PA","19128","PHILADELPHIA","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","40"
"390312","CANCER TREATMENT CENTERS OF AMERICA","1331 EAST WYOMING AVENUE","Philadelphia","PA","19124","PHILADELPHIA","0.92683","0 out of 10","5 out of 9","5 out of 10","0.92683","0 out of 10","0 out of 9","0 out of 10","0.87500","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.91489","0 out of 10","0 out of 9","0 out of 10","5"
"390314","COORDINATED HEALTH ORTHOPEDIC HOSPITAL","2310 HIGHLAND AVENUE","Bethlehem","PA","18017","LEHIGH","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99315","5 out of 10","0 out of 9","5 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.95531","2 out of 10","0 out of 9","2 out of 10","27"
"390316","SURGICAL INSTITUTE OF READING","2752 CENTURY BOULEVARD","Wyomissing","PA","19610","BERKS","0.96905","0 out of 10","0 out of 9","0 out of 10","0.98571","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.99277","8 out of 10","0 out of 9","8 out of 10","18"
"390321","SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH","1503 CEDAR CREST BOULEVARD","Allentown","PA","18104","LEHIGH","0.97887","0 out of 10","0 out of 9","0 out of 10","0.97887","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.96644","4 out of 10","0 out of 9","4 out of 10","14"
"390322","BUCKS COUNTY SPECIALTY HOSPITAL","3300 TILLMAN DRIVE","Bensalem","PA","19020","BUCKS","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","40"
"390323","ADVANCED SURGICAL HOSPITAL","100 TRICH DRIVE","Washington","PA","15301","WASHINGTON","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","0.99757","9 out of 10","1 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","39"
"390324","PHYSICIAN'S CARE SURGICAL HOSPITAL","454 ENTERPRISE DRIVE","Royersford","PA","19468","MONTGOMERY","0.94737","0 out of 10","1 out of 9","1 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","31"
"390325","OSS ORTHOPAEDIC HOSPITAL","1861 POWDER MILL RD","York","PA","17402","YORK","0.98624","0 out of 10","5 out of 9","5 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","35"
"390326","ST LUKE'S HOSPITAL - ANDERSON CAMPUS","1872 RIVERSIDE CIRCLE","Easton","PA","18045","NORTHAMPTON","0.96970","0 out of 10","Not Available","0 out of 10","1.00000","10 out of 10","Not Available","10 out of 10","1.00000","10 out of 10","Not Available","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","Not Available","10 out of 10","30"
"390327","WELLSPAN SURGERY AND REHABILITATION HOSPITAL","55 MONUMENT ROAD","York","PA","17403","YORK","0.99573","7 out of 10","Not Available","7 out of 10","1.00000","10 out of 10","Not Available","10 out of 10","0.99573","8 out of 10","Not Available","8 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","Not Available","10 out of 10","35"
"390328","UPMC EAST","2775 MOSSIDE BOULEVARD","Monroeville","PA","15146","ALLEGHENY","1.00000","10 out of 10","Not Available","10 out of 10","0.99753","8 out of 10","Not Available","8 out of 10","0.99747","9 out of 10","Not Available","9 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","Not Available","10 out of 10","37"
"390329","EINSTEIN MEDICAL CENTER MONTGOMERY","559 WEST GERMANTOWN PIKE","East Norriton","PA","19403","MONTGOMERY","0.99430","6 out of 10","Not Available","6 out of 10","0.99145","4 out of 10","Not Available","4 out of 10","0.97101","0 out of 10","Not Available","0 out of 10","0.98361","6 out of 10","Not Available","6 out of 10","0.96685","4 out of 10","Not Available","4 out of 10","20"
"410001","MEMORIAL HOSPITAL OF RHODE ISLAND","111 BREWSTER STREET","Pawtucket","RI","02860","PROVIDENCE","0.98742","1 out of 10","0 out of 9","1 out of 10","0.96855","0 out of 10","0 out of 9","0 out of 10","0.97419","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.98039","6 out of 10","8 out of 9","8 out of 10","9"
"410004","ROGER WILLIAMS MEDICAL CENTER","825 CHALKSTONE AVENUE","Providence","RI","02908","PROVIDENCE","0.99643","7 out of 10","0 out of 9","7 out of 10","0.98929","2 out of 10","7 out of 9","7 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.98261","6 out of 10","8 out of 9","8 out of 10","32"
"410005","OUR LADY OF FATIMA HOSPITAL","200 HIGH SERVICE AVENUE","North Providence","RI","02904","PROVIDENCE","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98291","0 out of 10","2 out of 9","2 out of 10","0.99573","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.98995","8 out of 10","9 out of 9","9 out of 10","29"
