Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-2_1-12_Rate_Per_1000,HBIPS-2_1-12_Num,HBIPS-2_1-12_Den,HBIPS-2_1-12_Footnote,HBIPS-2_13-17_Rate_Per_1000,HBIPS-2_13-17_Num,HBIPS-2_13-17_Den,HBIPS-2_13-17_Footnote,HBIPS-2_18-64_Rate_Per_1000,HBIPS-2_18-64_Num,HBIPS-2_18-64_Den,HBIPS-2_18-64_Footnote,HBIPS-2_65_Over_Rate_Per_1000,HBIPS-2_65_Over_Num,HBIPS-2_65_Over_Den,HBIPS-2_65_Over_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-3_1-12_Rate_Per_1000,HBIPS-3_1-12_Num,HBIPS-3_1-12_Den,HBIPS-3_1-12_Footnote,HBIPS-3_13-17_Rate_Per_1000,HBIPS-3_13-17_Num,HBIPS-3_13-17_Den,HBIPS-3_13-17_Footnote,HBIPS-3_18-64_Rate_Per_1000,HBIPS-3_18-64_Num,HBIPS-3_18-64_Den,HBIPS-3_18-64_Footnote,HBIPS-3_65_Over_Rate_Per_1000,HBIPS-3_65_Over_Num,HBIPS-3_65_Over_Den,HBIPS-3_65_Over_Footnote,HBIPS-4_Measure_Description,HBIPS-4_Overall_%_of_Total,HBIPS-4_Overall_Num,HBIPS-4_Overall_Den,HBIPS-4_Overall_Footnote,HBIPS-4_1-12_%_of_Total,HBIPS-4_1-12_Num,HBIPS-4_1-12_Den,HBIPS-4_1-12_Footnote,HBIPS-4_13-17_%_of_Total,HBIPS-4_13-17_Num,HBIPS-4_13-17_Den,HBIPS-4_13-17_Footnote,HBIPS-4_18-64_%_of_Total,HBIPS-4_18-64_Num,HBIPS-4_18-64_Den,HBIPS-4_18-64_Footnote,HBIPS-4_65_Over_%_of_Total,HBIPS-4_65_Over_Num,HBIPS-4_65_Over_Den,HBIPS-4_65_Over_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-5_1-12_%_of_Total,HBIPS-5_1-12_Num,HBIPS-5_1-12_Den,HBIPS-5_1-12_Footnote,HBIPS-5_13-17_%_of_Total,HBIPS-5_13-17_Num,HBIPS-5_13-17_Den,HBIPS-5_13-17_Footnote,HBIPS-5_18-64_%_of_Total,HBIPS-5_18-64_Num,HBIPS-5_18-64_Den,HBIPS-5_18-64_Footnote,HBIPS-5_65_Over_%_of_Total,HBIPS-5_65_Over_Num,HBIPS-5_65_Over_Den,HBIPS-5_65_Over_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-6_1-12_%_of_Total,HBIPS-6_1-12_Num,HBIPS-6_1-12_Den,HBIPS-6_1-12_Footnote,HBIPS-6_13-17_%_of_Total,HBIPS-6_13-17_Num,HBIPS-6_13-17_Den,HBIPS-6_13-17_Footnote,HBIPS-6_18-64_%_of_Total,HBIPS-6_18-64_Num,HBIPS-6_18-64_Den,HBIPS-6_18-64_Footnote,HBIPS-6_65_Over_%_of_Total,HBIPS-6_65_Over_Num,HBIPS-6_65_Over_Den,HBIPS-6_65_Over_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,HBIPS-7_1-12_%_of_Total,HBIPS-7_1-12_Num,HBIPS-7_1-12_Den,HBIPS-7_1-12_Footnote,HBIPS-7_13-17_%_of_Total,HBIPS-7_13-17_Num,HBIPS-7_13-17_Den,HBIPS-7_13-17_Footnote,HBIPS-7_18-64_%_of_Total,HBIPS-7_18-64_Num,HBIPS-7_18-64_Den,HBIPS-7_18-64_Footnote,HBIPS-7_65_Over_%_of_Total,HBIPS-7_65_Over_Num,HBIPS-7_65_Over_Den,HBIPS-7_65_Over_Footnote,Start_Date,End_Date
"010039","HUNTSVILLE HOSPITAL","101 SIVLEY RD","HUNTSVILLE","AL","35801","MADISON","Hours of physical-restraint use","0.00","0","3315","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","2343","","0.00","0","972","","Hours of seclusion","0.00","0","3315","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","2343","","0.00","0","972","","Patients discharged on multiple antipsychotic medications","8.93","15","168","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","40.74","99","243","","Not Available","0","0","7","Not Available","0","0","7","52.14","73","140","","25.24","26","103","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","15.23","37","243","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","04/01/2013","12/31/2013"
"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN","AL","35903","ETOWAH","Hours of physical-restraint use","0.00","0","10550","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","7527","","0.00","0","3023","","Hours of seclusion","0.00","0","10550","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","7527","","0.00","0","3023","","Patients discharged on multiple antipsychotic medications","12.06","24","199","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","66.83","133","199","","Not Available","0","0","7","Not Available","0","0","7","66.67","12","18","","66.85","121","181","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","62.31","124","199","","Not Available","0","0","7","Not Available","0","0","7","66.67","12","18","","61.88","112","181","","04/01/2013","12/31/2013"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","Hours of physical-restraint use","0.00","0","1756","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","82","","0.00","0","1674","","Hours of seclusion","0.00","0","1756","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","82","","0.00","0","1674","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.51","203","204","","Not Available","0","0","7","Not Available","0","0","7","100.00","13","13","","99.48","190","191","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","25.98","53","204","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","04/01/2013","12/31/2013"
"010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","GENEVA","AL","36340","GENEVA","Hours of physical-restraint use","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Hours of seclusion","0.09","4","1859","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","446","","0.12","4","1413","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","70.68","94","133","","Not Available","0","0","7","Not Available","0","0","7","70.27","26","37","","70.83","68","96","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","98.50","131","133","","Not Available","0","0","7","Not Available","0","0","7","100.00","37","37","","97.92","94","96","","04/01/2013","12/31/2013"
"010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","AL","36027","BARBOUR","Hours of physical-restraint use","0.00","0","2948","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","670","","0.00","0","2278","","Hours of seclusion","0.00","0","2948","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","670","","0.00","0","2278","","Patients discharged on multiple antipsychotic medications","81.92","145","177","","Not Available","0","0","7","Not Available","0","0","7","83.67","41","49","","81.25","104","128","","Patients discharged on multiple antipsychotic medications with appropriate justification","81.92","145","177","","Not Available","0","0","7","Not Available","0","0","7","83.67","41","49","","81.25","104","128","","Post-discharge continuing care plan created","100.00","181","181","","Not Available","0","0","7","Not Available","0","0","7","100.00","48","48","","100.00","133","133","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00","181","181","","Not Available","0","0","7","Not Available","0","0","7","100.00","48","48","","100.00","133","133","","04/01/2013","12/31/2013"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","ANNISTON","AL","36207","CALHOUN","Hours of physical-restraint use","48.47","3230.12","2777","","Not Available","0","0","7","Not Available","0","0","7","23.05","729.25","1318","","71.42","2500.87","1459","","Hours of seclusion","2.63","175.51","2777","","Not Available","0","0","7","Not Available","0","0","7","5.55","175.51","1318","","0.00","0","1459","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","76.29","251","329","","Not Available","0","0","7","Not Available","0","0","7","76.73","155","202","","75.59","96","127","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","76.29","251","329","","Not Available","0","0","7","Not Available","0","0","7","76.73","155","202","","75.59","96","127","","04/01/2013","12/31/2013"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","MORGAN","Hours of physical-restraint use","0.00","0","9649","","0.00","0","147","","0.00","0","1438","","0.00","0","5737","","0.00","0","2327","","Hours of seclusion","0.00","0","9649","","0.00","0","147","","0.00","0","1438","","0.00","0","5737","","0.00","0","2327","","Patients discharged on multiple antipsychotic medications","11.22","33","294","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","4.40","24","545","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","2.94","16","545","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","04/01/2013","12/31/2013"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","MARION","Hours of physical-restraint use","0.00","0","2364","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","742","","0.00","0","1622","","Hours of seclusion","0.00","0","2364","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","742","","0.00","0","1622","","Patients discharged on multiple antipsychotic medications","29.89","26","87","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","57.78","78","135","","Not Available","0","0","7","Not Available","0","0","7","63.64","28","44","","54.95","50","91","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","57.04","77","135","","Not Available","0","0","7","Not Available","0","0","7","63.64","28","44","","53.85","49","91","","04/01/2013","12/31/2013"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","Hours of physical-restraint use","0.01","2.5","14781","","Not Available","0","0","7","Not Available","0","0","7","0.01","2.5","10885","","0.00","0","3896","","Hours of seclusion","0.00","0","14781","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","10885","","0.00","0","3896","","Patients discharged on multiple antipsychotic medications","8.38","16","191","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00","14","14","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00","324","324","","Not Available","0","0","7","Not Available","0","0","7","100.00","177","177","","100.00","147","147","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00","324","324","","Not Available","0","0","7","Not Available","0","0","7","100.00","177","177","","100.00","147","147","","04/01/2013","12/31/2013"
"010091","GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","GROVE HILL","AL","36451","CLARKE","Hours of physical-restraint use","0.00","0","1590","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","460","","0.00","0","1130","","Hours of seclusion","0.00","0","1590","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","460","","0.00","0","1130","","Patients discharged on multiple antipsychotic medications","0.00","0","110","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","30","","0.00","0","80","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Post-discharge continuing care plan created","85.45","94","110","","Not Available","0","0","7","Not Available","0","0","7","93.33","28","30","","82.50","66","80","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","85.45","94","110","","Not Available","0","0","7","Not Available","0","0","7","93.33","28","30","","82.50","66","80","","04/01/2013","12/31/2013"
"010092","D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","TUSCALOOSA","AL","35401","TUSCALOOSA","Hours of physical-restraint use","1.01","227.77","9381","","Not Available","0","0","7","Not Available","0","0","7","1.07","183.62","7142","","0.82","44.15","2239","","Hours of seclusion","0.45","101.53","9381","","Not Available","0","0","7","Not Available","0","0","7","0.58","99.8","7142","","0.03","1.73","2239","","Patients discharged on multiple antipsychotic medications","5.28","15","284","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.57","466","468","","Not Available","0","0","7","Not Available","0","0","7","99.38","321","323","","100.00","145","145","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","90.60","424","468","","Not Available","0","0","7","Not Available","0","0","7","89.47","289","323","","93.10","135","145","","04/01/2013","12/31/2013"
"010101","CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","TALLADEGA","AL","35161","TALLADEGA","Hours of physical-restraint use","0.00","0","2121","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","339","","0.00","0","1782","","Hours of seclusion","0.00","0","2121","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","339","","0.00","0","1782","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","86.44","102","118","","Not Available","0","0","7","Not Available","0","0","7","84.62","22","26","","86.96","80","92","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","86.44","102","118","","Not Available","0","0","7","Not Available","0","0","7","84.62","22","26","","86.96","80","92","","04/01/2013","12/31/2013"
"010103","BAPTIST MEDICAL CENTER-PRINCETON","701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM","AL","35211","JEFFERSON","Hours of physical-restraint use","0.00","0","12339","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","2677","","0.00","0","9662","","Hours of seclusion","0.00","0","12339","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","2677","","0.00","0","9662","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","25.91","50","193","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","36","","31.85","50","157","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","25.91","50","193","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","36","","31.85","50","157","","04/01/2013","12/31/2013"
"010104","TRINITY MEDICAL CENTER","800 MONTCLAIR RD","BIRMINGHAM","AL","35213","JEFFERSON","Hours of physical-restraint use","5.61","333.91","2482","","Not Available","0","0","7","Not Available","0","0","7","6.08","105","719","","5.41","228.91","1763","","Hours of seclusion","0.00","0","2482","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","719","","0.00","0","1763","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.35","153","154","","Not Available","0","0","7","Not Available","0","0","7","100.00","42","42","","99.11","111","112","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","99.35","153","154","","Not Available","0","0","7","Not Available","0","0","7","100.00","42","42","","99.11","111","112","","04/01/2013","12/31/2013"
"010109","PICKENS COUNTY MEDICAL CENTER","241 ROBERT K WILSON DRIVE","CARROLLTON","AL","35447","PICKENS","Hours of physical-restraint use","0.00","0","1235","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","305","","0.00","0","930","","Hours of seclusion","0.00","0","1235","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","305","","0.00","0","930","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00","86","86","","Not Available","0","0","7","Not Available","0","0","7","100.00","20","20","","100.00","66","66","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","86.05","74","86","","Not Available","0","0","7","Not Available","0","0","7","90.00","18","20","","84.85","56","66","","04/01/2013","12/31/2013"
"010110","BULLOCK COUNTY HOSPITAL","102 WEST CONECUH AVENUE","UNION SPRINGS","AL","36089","BULLOCK","Hours of physical-restraint use","0.09","10.77","5170","","Not Available","0","0","7","Not Available","0","0","7","0.10","10.77","4514","","0.00","0","656","","Hours of seclusion","0.96","118.75","5170","","Not Available","0","0","7","Not Available","0","0","7","1.08","116.63","4514","","0.13","2.12","656","","Patients discharged on multiple antipsychotic medications","12.75","65","510","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","0.00","0","65","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","12.55","64","510","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","3.73","19","510","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","04/01/2013","12/31/2013"
"010112","BRYAN W WHITFIELD MEM HOSP INC","105 HIGHWAY 80 EAST","DEMOPOLIS","AL","36732","MARENGO","Hours of physical-restraint use","0.00","0","2081","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","453","","0.00","0","1628","","Hours of seclusion","0.04","2","2081","","Not Available","0","0","7","Not Available","0","0","7","0.18","2","453","","0.00","0","1628","","Patients discharged on multiple antipsychotic medications","20.63","26","126","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","93.06","134","144","","Not Available","0","0","7","Not Available","0","0","7","94.29","33","35","","92.66","101","109","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","90.68","107","118","","Not Available","0","0","7","Not Available","0","0","7","87.50","28","32","","91.86","79","86","","04/01/2013","12/31/2013"
"010113","MOBILE INFIRMARY","5 MOBILE INFIRMARY CIRCLE","MOBILE","AL","36652","MOBILE","Hours of physical-restraint use","1.46","202.12","5771","","Not Available","0","0","7","Not Available","0","0","7","2.21","180.78","3412","","0.38","21.34","2359","","Hours of seclusion","0.29","40.38","5771","","Not Available","0","0","7","Not Available","0","0","7","0.49","40.38","3412","","0.00","0","2359","","Patients discharged on multiple antipsychotic medications","10.78","25","232","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","14.53","51","351","","Not Available","0","0","7","Not Available","0","0","7","16.49","32","194","","12.10","19","157","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","10.83","38","351","","Not Available","0","0","7","Not Available","0","0","7","10.82","21","194","","10.83","17","157","","04/01/2013","12/31/2013"
"010114","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","BESSEMER","AL","35021","JEFFERSON","Hours of physical-restraint use","16.64","1153.48","2889","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","276","","18.39","1153.48","2613","","Hours of seclusion","0.08","5.75","2889","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","276","","0.09","5.75","2613","","Patients discharged on multiple antipsychotic medications","5.58","13","233","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","79.51","225","283","","Not Available","0","0","7","Not Available","0","0","7","75.76","25","33","","80.00","200","250","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","77.74","220","283","","Not Available","0","0","7","Not Available","0","0","7","69.70","23","33","","78.80","197","250","","04/01/2013","12/31/2013"
