Hospital_Name,Provider ID,State,Fiscal Year,Domain_1_Score,AHRQ_PSI_90_Score,Domain_1_Start_Date,Domain_1_End_Date,Domain_2_Score,CLABSI_Score,CAUTI_Score,Domain_2_Start_Date,Domain_2_End_Date,Total_HAC_Score,Footnotes
"PROVIDENCE MEMORIAL HOSPITAL","450002","TX","2015","10.0000","10","07/01/2011","06/30/2013","5.0000","7","3","01/01/2012","12/31/2013","6.7500",""
"MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL","450005","TX","2015","2.0000","2","07/01/2011","06/30/2013","6.0000","N/A","6","01/01/2012","12/31/2013","4.6000",""
"PETERSON REGIONAL MEDICAL CENTER","450007","TX","2015","4.0000","4","07/01/2011","06/30/2013","4.5000","3","6","01/01/2012","12/31/2013","4.3250",""
"UNITED REGIONAL HEALTH CARE SYSTEM","450010","TX","2015","3.0000","3","07/01/2011","06/30/2013","3.5000","5","2","01/01/2012","12/31/2013","3.3250",""
"ST JOSEPH REGIONAL HEALTH CENTER","450011","TX","2015","3.0000","3","07/01/2011","06/30/2013","6.5000","8","5","01/01/2012","12/31/2013","5.2750",""
"PARKLAND HEALTH AND HOSPITAL SYSTEM","450015","TX","2015","9.0000","9","07/01/2011","06/30/2013","9.0000","8","10","01/01/2012","12/31/2013","9.0000",""
"UNIVERSITY OF TEXAS MEDICAL BRANCH GAL","450018","TX","2015","10.0000","10","07/01/2011","06/30/2013","6.5000","8","5","01/01/2012","12/31/2013","7.7250",""
"BAYLOR UNIVERSITY MEDICAL CENTER","450021","TX","2015","10.0000","10","07/01/2011","06/30/2013","6.5000","6","7","01/01/2012","12/31/2013","7.7250",""
"CITIZENS MEDICAL CENTER","450023","TX","2015","1.0000","1","07/01/2011","06/30/2013","4.0000","5","3","01/01/2012","12/31/2013","2.9500",""
"UNIVERSITY MEDICAL CENTER OF EL PASO","450024","TX","2015","10.0000","10","07/01/2011","06/30/2013","10.0000","10","10","01/01/2012","12/31/2013","10.0000",""
"VHS BROWNSVILLE HOSPITAL COMPANY, LLC","450028","TX","2015","4.0000","4","07/01/2011","06/30/2013","6.5000","6","7","01/01/2012","12/31/2013","5.6250",""
"LAREDO MEDICAL CENTER","450029","TX","2015","2.0000","2","07/01/2011","06/30/2013","6.5000","9","4","01/01/2012","12/31/2013","4.9250",""
"GOOD SHEPHERD MEDICAL CENTER MARSHALL","450032","TX","2015","10.0000","10","07/01/2011","06/30/2013","5.0000","9","1","01/01/2012","12/31/2013","6.7500",""
"VHS HARLINGEN HOSPITAL COMPANY LLC","450033","TX","2015","6.0000","6","07/01/2011","06/30/2013","7.0000","9","5","01/01/2012","12/31/2013","6.6500",""
"CHRISTUS HOSPITAL","450034","TX","2015","1.0000","1","07/01/2011","06/30/2013","5.0000","4","6","01/01/2012","12/31/2013","3.6000",""
"GOOD SHEPHERD MEDICAL CENTER","450037","TX","2015","4.0000","4","07/01/2011","06/30/2013","7.0000","9","5","01/01/2012","12/31/2013","5.9500",""
"JPS HEALTH NETWORK","450039","TX","2015","10.0000","10","07/01/2011","06/30/2013","6.5000","7","6","01/01/2012","12/31/2013","7.7250",""
"PROVIDENCE HEALTH CENTER","450042","TX","2015","5.0000","5","07/01/2011","06/30/2013","6.0000","4","8","01/01/2012","12/31/2013","5.6500",""
"UT SOUTHWESTERN UNIVERSITY HOSPITAL ST PAUL","450044","TX","2015","9.0000","9","07/01/2011","06/30/2013","7.0000","6","8","01/01/2012","12/31/2013","7.7000",""
"CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI","450046","TX","2015","2.0000","2","07/01/2011","06/30/2013","9.5000","10","9","01/01/2012","12/31/2013","6.8750",""
"METHODIST DALLAS MEDICAL CENTER","450051","TX","2015","2.0000","2","07/01/2011","06/30/2013","7.5000","8","7","01/01/2012","12/31/2013","5.5750",""
"GOODALL WITCHER HOSPITAL","450052","TX","2015","8.0000","8","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","8.0000",""
"SCOTT & WHITE MEMORIAL HOSPITAL","450054","TX","2015","8.0000","8","07/01/2011","06/30/2013","8.5000","8","9","01/01/2012","12/31/2013","8.3250",""
"ROLLING PLAINS MEMORIAL HOSPITAL","450055","TX","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"SETON MEDICAL CENTER AUSTIN","450056","TX","2015","8.0000","8","07/01/2011","06/30/2013","8.5000","7","10","01/01/2012","12/31/2013","8.3250",""
"BAPTIST MEDICAL CENTER","450058","TX","2015","4.0000","4","07/01/2011","06/30/2013","5.0000","5","5","01/01/2012","12/31/2013","4.6500",""
"TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL","450064","TX","2015","2.0000","2","07/01/2011","06/30/2013","4.5000","2","7","01/01/2012","12/31/2013","3.6250",""
"MEMORIAL HERMANN TEXAS MEDICAL CENTER","450068","TX","2015","2.0000","2","07/01/2011","06/30/2013","6.0000","5","7","01/01/2012","12/31/2013","4.6000",""
"BRAZOSPORT REGIONAL HEALTH SYSTEM","450072","TX","2015","1.0000","1","07/01/2011","06/30/2013","4.0000","1","7","01/01/2012","12/31/2013","2.9500",""
"COGDELL MEMORIAL HOSPITAL","450073","TX","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"WEST VALLEY HOSPITAL","030110","AZ","2015","7.0000","7","07/01/2011","06/30/2013","4.0000","4","4","01/01/2012","12/31/2013","5.0500",""
"THE HEALTHCENTER","270087","MT","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"DOCTORS HOSPITAL AT RENAISSANCE","450869","TX","2015","6.0000","6","07/01/2011","06/30/2013","5.0000","8","2","01/01/2012","12/31/2013","5.3500",""
"STERLING SURGICAL HOSPITAL","190256","LA","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"PARK PLACE SURGICAL HOSPITAL","190255","LA","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"SPRING VALLEY HOSPITAL MEDICAL CENTER","290046","NV","2015","7.0000","7","07/01/2011","06/30/2013","7.0000","7","7","01/01/2012","12/31/2013","7.0000",""
"SAME DAY SURGERY CENTER LLC","430093","SD","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"AVERA HEART HOSPITAL OF SOUTH DAKOTA","430095","SD","2015","3.0000","3","07/01/2011","06/30/2013","3.5000","3","4","01/01/2012","12/31/2013","3.3250",""
"UNICOI COUNTY MEMORIAL HOSPITAL","440001","TN","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"HENDERSON COUNTY COMMUNITY HOSPITAL","440008","TN","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"WAYNE MEDICAL CENTER","440010","TN","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"WELLMONT HOLSTON VALLEY MEDICAL CENTER","440017","TN","2015","5.0000","5","07/01/2011","06/30/2013","7.5000","6","9","01/01/2012","12/31/2013","6.6250",""
"SYCAMORE SHOALS HOSPITAL","440018","TN","2015","2.0000","2","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","1.3500",""
"SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI","440020","TN","2015","6.0000","6","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.7500",""
"WILLIAMSON MEDICAL CENTER","440029","TN","2015","6.0000","6","07/01/2011","06/30/2013","3.5000","5","2","01/01/2012","12/31/2013","4.3750",""
"MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION","440030","TN","2015","3.0000","3","07/01/2011","06/30/2013","6.0000","7","5","01/01/2012","12/31/2013","4.9500",""
"ROANE MEDICAL CENTER","440031","TN","2015","2.0000","2","07/01/2011","06/30/2013","5.0000","N/A","5","01/01/2012","12/31/2013","3.9500",""
"ST MARKS HOSPITAL","460047","UT","2015","10.0000","10","07/01/2011","06/30/2013","7.5000","6","9","01/01/2012","12/31/2013","8.3750",""
"WUESTHOFF MEDICAL CENTER - MELBOURNE","100291","FL","2015","6.0000","6","07/01/2011","06/30/2013","8.0000","10","6","01/01/2012","12/31/2013","7.3000",""
"UNIVERSITY MEDICAL CENTER","290007","NV","2015","10.0000","10","07/01/2011","06/30/2013","9.5000","9","10","01/01/2012","12/31/2013","9.6750",""
"HARRISBURG MEDICAL CENTER","140210","IL","2015","6.0000","6","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.7500",""
"JERSEY COMMUNITY HOSPITAL","140059","IL","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"NORTHWEST MEDICAL CENTER-SPRINGDALE","040022","AR","2015","4.0000","4","07/01/2011","06/30/2013","5.5000","8","3","01/01/2012","12/31/2013","4.9750",""
"DREW MEMORIAL HOSPITAL","040051","AR","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY","040076","AR","2015","3.0000","3","07/01/2011","06/30/2013","9.0000","N/A","9","01/01/2012","12/31/2013","6.9000",""
"NEA BAPTIST MEMORIAL HOSPITAL","040118","AR","2015","2.0000","2","07/01/2011","06/30/2013","6.0000","8","4","01/01/2012","12/31/2013","4.6000",""
"SUGAR LAND SURGICAL HOSPITAL LLP","450860","TX","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"LINCOLN SURGICAL HOSPITAL","280127","NE","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"TULSA SPINE & SPECIALTY HOSPITAL","370216","OK","2015","1.0000","1","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","1.0000",""
"TEXAS SPINE AND JOINT HOSPITAL","450864","TX","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"SURGICAL SPECIALTY CENTER OF BATON ROUGE","190251","LA","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"MONROE COMMUNITY HOSPITAL","330403","NY","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"CHI HEALTH NEBRASKA HEART","280128","NE","2015","1.0000","1","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","1.0000",""
"SETON SOUTHWEST HOSPITAL","450865","TX","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"SETON NORTHWEST HOSPITAL","450867","TX","2015","10.0000","10","07/01/2011","06/30/2013","2.5000","1","4","01/01/2012","12/31/2013","5.1250",""
"ST LUKE'S THE WOODLANDS HOSPITAL","450862","TX","2015","2.0000","2","07/01/2011","06/30/2013","6.5000","10","3","01/01/2012","12/31/2013","4.9250",""
"TEMPLE UNIVERSITY HOSPITAL","390027","PA","2015","8.0000","8","07/01/2011","06/30/2013","5.0000","4","6","01/01/2012","12/31/2013","6.0500",""
"UPMC ST MARGARET","390102","PA","2015","9.0000","9","07/01/2011","06/30/2013","4.0000","2","6","01/01/2012","12/31/2013","5.7500",""
"DETAR HOSPITAL NAVARRO","450147","TX","2015","1.0000","1","07/01/2011","06/30/2013","7.0000","9","5","01/01/2012","12/31/2013","4.9000",""
"MERCY TIFFIN HOSPITAL","360089","OH","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE","450488","TX","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"ARISE AUSTIN MEDICAL CENTER","450871","TX","2015","2.0000","2","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","2.0000",""
"GREEN CLINIC SURGICAL HOSPITAL","190257","LA","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"NORTHWEST SPECIALTY HOSPITAL","130066","ID","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"BAYLOR SURGICAL HOSPITAL AT LAS COLINAS","450874","TX","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"AURORA MEDICAL CTR OSHKOSH","520198","WI","2015","6.0000","6","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","2.7500",""
"QUAIL CREEK SURGICAL HOSPITAL","450875","TX","2015","2.0000","2","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","2.0000",""
"DOCTORS HOSPITAL INC","100296","FL","2015","9.0000","9","07/01/2011","06/30/2013","4.5000","8","1","01/01/2012","12/31/2013","6.0750",""
"PARKER ADVENTIST HOSPITAL","060114","CO","2015","8.0000","8","07/01/2011","06/30/2013","5.0000","3","7","01/01/2012","12/31/2013","6.0500",""
"KANSAS SPINE & SPECIALTY HOSPITAL, LLC","170196","KS","2015","1.0000","1","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","1.0000",""
"CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP","050047","CA","2015","4.0000","4","07/01/2011","06/30/2013","4.0000","3","5","01/01/2012","12/31/2013","4.0000",""
"OHIO VALLEY GENERAL HOSPITAL","390157","PA","2015","2.0000","2","07/01/2011","06/30/2013","5.0000","6","4","01/01/2012","12/31/2013","3.9500",""
"CRYSTAL CLINIC ORTHOPAEDIC CENTER","360351","OH","2015","2.0000","2","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","2.0000",""
"OHIO VALLEY MEDICAL CENTER, LLC","360355","OH","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"MINIMALLY INVASIVE SURGERY HOSPITAL","170199","KS","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"SAN CARLOS INDIAN HOSPITAL","030077","AZ","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"AHMC ANAHEIM REGIONAL MEDICAL CENTER","050226","CA","2015","10.0000","10","07/01/2011","06/30/2013","6.0000","8","4","01/01/2012","12/31/2013","7.4000",""
"SUTTER SURGICAL HOSPITAL - NORTH VALLEY","050766","CA","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"PINNACLE SPECIALTY HOSPITAL","370233","OK","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"SHELBY MEMORIAL HOSPITAL","140019","IL","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"ANIMAS SURGICAL HOSPITAL, LLC","060117","CO","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"CENTURA HEALTH-ST THOMAS MORE HOSPITAL","060016","CO","2015","2.0000","2","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","2.0000",""
"GOOD SAMARITAN MEDICAL CENTER","060116","CO","2015","3.0000","3","07/01/2011","06/30/2013","7.0000","4","10","01/01/2012","12/31/2013","5.6000",""
"PARKVIEW MEDICAL CENTER INC","060020","CO","2015","10.0000","10","07/01/2011","06/30/2013","6.5000","10","3","01/01/2012","12/31/2013","7.7250",""
"MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL","520205","WI","2015","9.0000","9","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","9.0000",""
"UNIVERSITY OF KANSAS HOSPITAL","170040","KS","2015","10.0000","10","07/01/2011","06/30/2013","6.0000","5","7","01/01/2012","12/31/2013","7.4000",""
"SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH","390321","PA","2015","9.0000","9","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","9.0000",""
"CENTRAL VALLEY GENERAL HOSPITAL","050196","CA","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"PHYSICIANS' SPECIALTY HOSPITAL","040152","AR","2015","9.0000","9","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","9.0000",""
"CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS","050055","CA","2015","8.0000","8","07/01/2011","06/30/2013","3.5000","3","4","01/01/2012","12/31/2013","5.0750",""
"TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN","450891","TX","2015","8.0000","8","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","8.0000",""
"KAISER FOUNDATION HOSPITAL-MORENO VALLEY","050765","CA","2015","7.0000","7","07/01/2011","06/30/2013","3.0000","1","5","01/01/2012","12/31/2013","4.4000",""
"TRINITY ROCK ISLAND","140280","IL","2015","4.0000","4","07/01/2011","06/30/2013","9.0000","10","8","01/01/2012","12/31/2013","7.2500",""
"KENTUCKIANA MEDICAL CENTER LLC","150176","IN","2015","10.0000","10","07/01/2011","06/30/2013","4.5000","8","1","01/01/2012","12/31/2013","6.4250",""
"MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL","360266","OH","2015","2.0000","2","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","2.0000",""
"ST VINCENT CARMEL HOSPITAL INC","150157","IN","2015","1.0000","1","07/01/2011","06/30/2013","9.5000","10","9","01/01/2012","12/31/2013","6.5250",""
"SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER","290047","NV","2015","8.0000","8","07/01/2011","06/30/2013","7.0000","8","6","01/01/2012","12/31/2013","7.3500",""
"EDGEWOOD SURGICAL HOSPITAL","390307","PA","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"NEBRASKA ORTHOPAEDIC HOSPITAL","280129","NE","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"LAFAYETTE SURGICAL SPECIALTY HOSPITAL","190259","LA","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"RENOWN SOUTH MEADOWS MEDICAL CENTER","290049","NV","2015","3.0000","3","07/01/2011","06/30/2013","6.5000","9","4","01/01/2012","12/31/2013","5.2750",""
"CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL","060113","CO","2015","8.0000","8","07/01/2011","06/30/2013","7.5000","7","8","01/01/2012","12/31/2013","7.6750",""
"PIEDMONT MOUNTAINSIDE HOSPITAL INC","110225","GA","2015","4.0000","4","07/01/2011","06/30/2013","3.5000","1","6","01/01/2012","12/31/2013","3.6750",""
"BAYLOR SURGICAL HOSPITAL AT FORT WORTH","450880","TX","2015","2.0000","2","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","2.0000",""
"EAST TEXAS MEDICAL CENTER - GILMER","450884","TX","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"CHI HEALTH LAKESIDE","280130","NE","2015","3.0000","3","07/01/2011","06/30/2013","8.0000","8","8","01/01/2012","12/31/2013","6.2500",""
"LUBBOCK HEART HOSPITAL LP","450876","TX","2015","1.0000","1","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","1.0000",""
"SOUTHERN OCEAN MEDICAL CENTER","310113","NJ","2015","8.0000","8","07/01/2011","06/30/2013","7.5000","10","5","01/01/2012","12/31/2013","7.6750",""
"BAYHEALTH - MILFORD MEMORIAL HOSPITAL","080009","DE","2015","1.0000","1","07/01/2011","06/30/2013","5.5000","1","10","01/01/2012","12/31/2013","3.9250",""
"OSS ORTHOPAEDIC HOSPITAL","390325","PA","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"ST JOHN BROKEN ARROW","370235","OK","2015","1.0000","1","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","1.0000",""
"METHODIST MCKINNEY HOSPITAL","670069","TX","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"UCSF MEDICAL CENTER","050454","CA","2015","1.0000","1","07/01/2011","06/30/2013","7.0000","8","6","01/01/2012","12/31/2013","4.9000",""
"NORWOOD HOSPITAL","220126","MA","2015","3.0000","3","07/01/2011","06/30/2013","7.0000","4","10","01/01/2012","12/31/2013","5.6000",""
"BANNER IRONWOOD MEDICAL CENTER","030130","AZ","2015","9.0000","9","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","9.0000",""
"ST CHARLES SURGICAL HOSPITAL LLC","190300","LA","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON","670071","TX","2015","7.0000","7","07/01/2011","06/30/2013","2.0000","1","3","01/01/2012","12/31/2013","3.7500",""
"METHODIST HOSPITAL FOR SURGERY","670073","TX","2015","3.0000","3","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","1.7000",""
"MERCY HOSPITAL EL RENO","370011","OK","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"BAYLOR EMERGENCY MEDICAL CENTER","670062","TX","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"NEBRASKA SPINE HOSPITAL, LLC","280133","NE","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"AURORA MEDICAL CENTER","520207","WI","2015","9.0000","9","07/01/2011","06/30/2013","5.5000","1","10","01/01/2012","12/31/2013","6.7250",""
"ST LUKE'S HOSPITAL AT THE VINTAGE","670075","TX","2015","2.0000","2","07/01/2011","06/30/2013","8.5000","10","7","01/01/2012","12/31/2013","6.2250",""
"HERITAGE PARK SURGICAL HOSPITAL","670076","TX","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"METHODIST WEST HOUSTON HOSPITAL","670077","TX","2015","1.0000","1","07/01/2011","06/30/2013","5.0000","3","7","01/01/2012","12/31/2013","3.6000",""
"UNITED HOSPITAL SYSTEM","520021","WI","2015","2.0000","2","07/01/2011","06/30/2013","2.0000","1","3","01/01/2012","12/31/2013","2.0000",""
"HOAG ORTHOPEDIC INSTITUTE","050769","CA","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"CYPRESS POINTE SURGICAL HOSPITAL","190303","LA","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"WESTLAKE COMMUNITY HOSPITAL","140240","IL","2015","5.0000","5","07/01/2011","06/30/2013","9.0000","9","9","01/01/2012","12/31/2013","7.6000",""
"NORTHEAST REGIONAL MEDICAL CENTER","260022","MO","2015","1.0000","1","07/01/2011","06/30/2013","6.0000","5","7","01/01/2012","12/31/2013","4.2500",""
"UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER","360359","OH","2015","9.0000","9","07/01/2011","06/30/2013","8.5000","9","8","01/01/2012","12/31/2013","8.6750",""
"JEANES HOSPITAL","390080","PA","2015","3.0000","3","07/01/2011","06/30/2013","7.5000","8","7","01/01/2012","12/31/2013","5.9250",""
"HOSPITAL OF UNIV OF PENNSYLVANIA","390111","PA","2015","10.0000","10","07/01/2011","06/30/2013","7.0000","5","9","01/01/2012","12/31/2013","8.0500",""
"PENN PRESBYTERIAN MEDICAL CENTER","390223","PA","2015","4.0000","4","07/01/2011","06/30/2013","6.0000","8","4","01/01/2012","12/31/2013","5.3000",""
"OMEGA HOSPITAL, LLC","190302","LA","2015","N/A","N/A","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","N/A",""
"IBERIA REHABILITATION HOSPITAL","190304","LA","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"MOUNT PLEASANT HOSPITAL","420104","SC","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"NEWTON MEDICAL CENTER","310028","NJ","2015","1.0000","1","07/01/2011","06/30/2013","2.0000","1","3","01/01/2012","12/31/2013","1.6500",""
"HOLY SPIRIT HOSPITAL","390004","PA","2015","8.0000","8","07/01/2011","06/30/2013","4.5000","5","4","01/01/2012","12/31/2013","5.7250",""
"DOCTORS HOSPITAL OF LAREDO","450643","TX","2015","1.0000","1","07/01/2011","06/30/2013","7.0000","4","10","01/01/2012","12/31/2013","4.9000",""
"BUCKS COUNTY SPECIALTY HOSPITAL","390322","PA","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"SETON MEDICAL CENTER HAYS","670056","TX","2015","6.0000","6","07/01/2011","06/30/2013","5.5000","3","8","01/01/2012","12/31/2013","5.6750",""
"CHRISTUS SPOHN HOSPITAL KLEBERG","450163","TX","2015","3.0000","3","07/01/2011","06/30/2013","6.0000","9","3","01/01/2012","12/31/2013","4.9500",""
"PARK CITY MEDICAL CENTER","460057","UT","2015","8.0000","8","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","8.0000",""
"SUTTER SANTA ROSA REGIONAL HOSPITAL","050291","CA","2015","4.0000","4","07/01/2011","06/30/2013","2.5000","3","2","01/01/2012","12/31/2013","3.0250",""
"COMMUNITY HOSPITAL OF HUNTINGTON PARK","050091","CA","2015","2.0000","2","07/01/2011","06/30/2013","9.5000","10","9","01/01/2012","12/31/2013","6.8750",""
"UNITY MEDICAL AND SURGICAL HOSPITAL","150177","IN","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"TEXAS REGIONAL MEDICAL CENTER AT SUNNYVALE","670060","TX","2015","2.0000","2","07/01/2011","06/30/2013","6.0000","4","8","01/01/2012","12/31/2013","4.6000",""
"BUTLER MEMORIAL HOSPITAL","390168","PA","2015","9.0000","9","07/01/2011","06/30/2013","7.5000","6","9","01/01/2012","12/31/2013","8.0250",""
"METHODIST HOSPITAL,THE","450358","TX","2015","2.0000","2","07/01/2011","06/30/2013","5.5000","5","6","01/01/2012","12/31/2013","4.2750",""
"ST LUKES LAKESIDE HOSPITAL","670059","TX","2015","9.0000","9","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","9.0000",""
